Startzeitpunkt;Start_text;Endezeitpunkt;Ende_text;Elektrische Leitfähigkeit [µS/cm];Sauerstoffgehalt [mg/L];pH-Wert;Temperatur [°C]
2023-04-21T16:30:00+00:00;21.04.2023 17:30:00;2023-04-21T16:45:00+00:00;21.04.2023 17:45:00;365.1;11.05;8.15;9.68
2023-04-21T17:30:00+00:00;21.04.2023 18:30:00;2023-04-21T17:45:00+00:00;21.04.2023 18:45:00;367.8;11.03;8.14;9.68
2023-05-12T16:30:00+00:00;12.05.2023 17:30:00;2023-05-12T16:45:00+00:00;12.05.2023 17:45:00;325.8;11.52;8.16;13.51
2023-04-21T18:00:00+00:00;21.04.2023 19:00:00;2023-04-21T18:15:00+00:00;21.04.2023 19:15:00;368.7;11.02;8.14;9.68
2023-04-21T18:30:00+00:00;21.04.2023 19:30:00;2023-04-21T18:45:00+00:00;21.04.2023 19:45:00;370.1;11.0;8.14;9.66
2023-05-12T18:15:00+00:00;12.05.2023 19:15:00;2023-05-12T18:30:00+00:00;12.05.2023 19:30:00;318.2;11.59;8.16;13.43
2023-04-21T19:00:00+00:00;21.04.2023 20:00:00;2023-04-21T19:15:00+00:00;21.04.2023 20:15:00;371.0;10.99;8.13;9.66
2023-05-12T20:30:00+00:00;12.05.2023 21:30:00;2023-05-12T20:45:00+00:00;12.05.2023 21:45:00;320.6;11.4;8.16;13.59
2023-04-21T20:00:00+00:00;21.04.2023 21:00:00;2023-04-21T20:15:00+00:00;21.04.2023 21:15:00;371.4;11.0;8.13;9.61
2023-05-12T02:45:00+00:00;12.05.2023 03:45:00;2023-05-12T03:00:00+00:00;12.05.2023 04:00:00;308.5;11.66;8.14;12.94
2023-04-21T21:15:00+00:00;21.04.2023 22:15:00;2023-04-21T21:30:00+00:00;21.04.2023 22:30:00;370.1;11.01;8.13;9.56
2023-05-12T03:15:00+00:00;12.05.2023 04:15:00;2023-05-12T03:30:00+00:00;12.05.2023 04:30:00;308.4;11.58;8.14;12.93
2023-04-21T21:30:00+00:00;21.04.2023 22:30:00;2023-04-21T21:45:00+00:00;21.04.2023 22:45:00;371.0;11.01;8.12;9.56
2023-05-12T04:45:00+00:00;12.05.2023 05:45:00;2023-05-12T05:00:00+00:00;12.05.2023 06:00:00;307.8;11.78;8.14;12.86
2023-05-12T05:30:00+00:00;12.05.2023 06:30:00;2023-05-12T05:45:00+00:00;12.05.2023 06:45:00;306.6;11.63;8.14;12.82
2023-05-12T06:00:00+00:00;12.05.2023 07:00:00;2023-05-12T06:15:00+00:00;12.05.2023 07:15:00;305.7;11.59;8.14;12.78
2023-04-21T23:30:00+00:00;22.04.2023 00:30:00;2023-04-21T23:45:00+00:00;22.04.2023 00:45:00;375.9;11.0;8.13;9.55
2023-04-22T00:00:00+00:00;22.04.2023 01:00:00;2023-04-22T00:15:00+00:00;22.04.2023 01:15:00;381.8;11.02;8.13;9.54
2023-04-22T00:15:00+00:00;22.04.2023 01:15:00;2023-04-22T00:30:00+00:00;22.04.2023 01:30:00;384.6;11.02;8.13;9.54
2023-04-22T02:00:00+00:00;22.04.2023 03:00:00;2023-04-22T02:15:00+00:00;22.04.2023 03:15:00;376.7;11.06;8.13;9.46
2023-04-22T04:00:00+00:00;22.04.2023 05:00:00;2023-04-22T04:15:00+00:00;22.04.2023 05:15:00;369.7;11.1;8.13;9.35
2023-04-22T04:30:00+00:00;22.04.2023 05:30:00;2023-04-22T04:45:00+00:00;22.04.2023 05:45:00;369.7;11.11;8.13;9.35
2023-04-22T06:00:00+00:00;22.04.2023 07:00:00;2023-04-22T06:15:00+00:00;22.04.2023 07:15:00;371.3;11.15;8.15;9.4
2023-04-22T07:15:00+00:00;22.04.2023 08:15:00;2023-04-22T07:30:00+00:00;22.04.2023 08:30:00;373.4;11.22;8.16;9.49
2023-04-22T08:15:00+00:00;22.04.2023 09:15:00;2023-04-22T08:30:00+00:00;22.04.2023 09:30:00;373.0;11.26;8.17;9.54
2023-04-22T10:00:00+00:00;22.04.2023 11:00:00;2023-04-22T10:15:00+00:00;22.04.2023 11:15:00;372.7;11.33;8.18;9.6
2023-05-12T07:15:00+00:00;12.05.2023 08:15:00;2023-05-12T07:30:00+00:00;12.05.2023 08:30:00;318.0;11.72;8.14;12.75
2023-04-22T10:15:00+00:00;22.04.2023 11:15:00;2023-04-22T10:30:00+00:00;22.04.2023 11:30:00;373.1;11.33;8.18;9.62
2023-04-22T09:45:00+00:00;22.04.2023 10:45:00;2023-04-22T10:00:00+00:00;22.04.2023 11:00:00;373.3;11.32;8.18;9.59
2023-04-22T11:00:00+00:00;22.04.2023 12:00:00;2023-04-22T11:15:00+00:00;22.04.2023 12:15:00;373.6;11.32;8.18;9.66
2023-05-12T08:45:00+00:00;12.05.2023 09:45:00;2023-05-12T09:00:00+00:00;12.05.2023 10:00:00;326.0;11.87;8.15;12.85
2023-04-22T11:45:00+00:00;22.04.2023 12:45:00;2023-04-22T12:00:00+00:00;22.04.2023 13:00:00;375.4;11.34;8.19;9.7
2023-04-22T12:00:00+00:00;22.04.2023 13:00:00;2023-04-22T12:15:00+00:00;22.04.2023 13:15:00;375.2;11.35;8.18;9.7
2023-05-12T09:15:00+00:00;12.05.2023 10:15:00;2023-05-12T09:30:00+00:00;12.05.2023 10:30:00;327.6;11.82;8.15;12.88
2023-04-22T13:15:00+00:00;22.04.2023 14:15:00;2023-04-22T13:30:00+00:00;22.04.2023 14:30:00;376.2;11.38;8.19;9.72
2023-05-12T10:00:00+00:00;12.05.2023 11:00:00;2023-05-12T10:15:00+00:00;12.05.2023 11:15:00;326.9;11.81;8.16;12.94
2023-04-22T14:30:00+00:00;22.04.2023 15:30:00;2023-04-22T14:45:00+00:00;22.04.2023 15:45:00;379.5;11.39;8.19;9.75
2023-05-12T10:45:00+00:00;12.05.2023 11:45:00;2023-05-12T11:00:00+00:00;12.05.2023 12:00:00;334.0;11.66;8.16;12.99
2023-05-12T11:45:00+00:00;12.05.2023 12:45:00;2023-05-12T12:00:00+00:00;12.05.2023 13:00:00;333.9;11.71;8.16;13.07
2023-05-12T11:15:00+00:00;12.05.2023 12:15:00;2023-05-12T11:30:00+00:00;12.05.2023 12:30:00;334.1;11.65;8.16;13.03
2023-04-22T15:15:00+00:00;22.04.2023 16:15:00;2023-04-22T15:30:00+00:00;22.04.2023 16:30:00;379.9;11.38;8.19;9.75
2023-05-12T12:00:00+00:00;12.05.2023 13:00:00;2023-05-12T12:15:00+00:00;12.05.2023 13:15:00;334.1;11.64;8.16;13.1
2023-04-22T15:45:00+00:00;22.04.2023 16:45:00;2023-04-22T16:00:00+00:00;22.04.2023 17:00:00;380.4;11.38;8.18;9.76
2023-04-22T17:15:00+00:00;22.04.2023 18:15:00;2023-04-22T17:30:00+00:00;22.04.2023 18:30:00;379.3;11.34;8.18;9.72
2023-04-22T18:15:00+00:00;22.04.2023 19:15:00;2023-04-22T18:30:00+00:00;22.04.2023 19:30:00;380.4;11.32;8.18;9.7
2023-04-22T18:30:00+00:00;22.04.2023 19:30:00;2023-04-22T18:45:00+00:00;22.04.2023 19:45:00;380.2;11.32;8.18;9.7
2023-05-12T19:15:00+00:00;12.05.2023 20:15:00;2023-05-12T19:30:00+00:00;12.05.2023 20:30:00;316.6;11.4;8.16;13.46
2023-04-22T19:15:00+00:00;22.04.2023 20:15:00;2023-04-22T19:30:00+00:00;22.04.2023 20:30:00;379.3;11.29;8.18;9.68
2023-05-12T19:45:00+00:00;12.05.2023 20:45:00;2023-05-12T20:00:00+00:00;12.05.2023 21:00:00;316.8;11.32;8.16;13.5
2023-04-22T21:00:00+00:00;22.04.2023 22:00:00;2023-04-22T21:15:00+00:00;22.04.2023 22:15:00;381.3;11.28;8.17;9.61
2023-05-13T00:30:00+00:00;13.05.2023 01:30:00;2023-05-13T00:45:00+00:00;13.05.2023 01:45:00;322.0;11.22;8.17;13.81
2023-05-13T01:15:00+00:00;13.05.2023 02:15:00;2023-05-13T01:30:00+00:00;13.05.2023 02:30:00;321.1;11.24;8.17;13.85
2023-04-22T22:15:00+00:00;22.04.2023 23:15:00;2023-04-22T22:30:00+00:00;22.04.2023 23:30:00;379.8;11.28;8.17;9.59
2023-05-13T03:00:00+00:00;13.05.2023 04:00:00;2023-05-13T03:15:00+00:00;13.05.2023 04:15:00;318.7;11.26;8.17;13.81
2023-04-23T02:00:00+00:00;23.04.2023 03:00:00;2023-04-23T02:15:00+00:00;23.04.2023 03:15:00;376.5;11.28;8.17;9.61
2023-04-23T02:30:00+00:00;23.04.2023 03:30:00;2023-04-23T02:45:00+00:00;23.04.2023 03:45:00;376.5;11.26;8.17;9.63
2023-05-13T03:30:00+00:00;13.05.2023 04:30:00;2023-05-13T03:45:00+00:00;13.05.2023 04:45:00;318.8;11.28;8.17;13.8
2023-05-13T04:30:00+00:00;13.05.2023 05:30:00;2023-05-13T04:45:00+00:00;13.05.2023 05:45:00;320.1;11.25;8.17;13.82
2023-04-23T03:30:00+00:00;23.04.2023 04:30:00;2023-04-23T03:45:00+00:00;23.04.2023 04:45:00;375.6;11.24;8.17;9.66
2023-04-23T02:45:00+00:00;23.04.2023 03:45:00;2023-04-23T03:00:00+00:00;23.04.2023 04:00:00;376.1;11.26;8.17;9.64
2023-04-23T03:00:00+00:00;23.04.2023 04:00:00;2023-04-23T03:15:00+00:00;23.04.2023 04:15:00;376.1;11.25;8.17;9.64
2023-04-22T23:00:00+00:00;23.04.2023 00:00:00;2023-04-22T23:15:00+00:00;23.04.2023 00:15:00;379.1;11.28;8.17;9.59
2023-05-13T03:45:00+00:00;13.05.2023 04:45:00;2023-05-13T04:00:00+00:00;13.05.2023 05:00:00;319.4;11.28;8.17;13.8
2023-04-22T23:30:00+00:00;23.04.2023 00:30:00;2023-04-22T23:45:00+00:00;23.04.2023 00:45:00;378.8;11.27;8.17;9.59
2023-05-13T05:15:00+00:00;13.05.2023 06:15:00;2023-05-13T05:30:00+00:00;13.05.2023 06:30:00;320.2;11.24;8.17;13.84
2023-04-23T00:15:00+00:00;23.04.2023 01:15:00;2023-04-23T00:30:00+00:00;23.04.2023 01:30:00;378.2;11.27;8.17;9.59
2023-04-23T00:30:00+00:00;23.04.2023 01:30:00;2023-04-23T00:45:00+00:00;23.04.2023 01:45:00;377.5;11.28;8.17;9.59
2023-04-23T01:30:00+00:00;23.04.2023 02:30:00;2023-04-23T01:45:00+00:00;23.04.2023 02:45:00;376.9;11.27;8.17;9.6
2023-04-23T01:45:00+00:00;23.04.2023 02:45:00;2023-04-23T02:00:00+00:00;23.04.2023 03:00:00;376.6;11.26;8.17;9.61
2023-04-23T04:30:00+00:00;23.04.2023 05:30:00;2023-04-23T04:45:00+00:00;23.04.2023 05:45:00;374.5;11.23;8.17;9.69
2023-04-23T21:00:00+00:00;23.04.2023 22:00:00;2023-04-23T21:15:00+00:00;23.04.2023 22:15:00;373.1;11.19;8.18;10.73
2023-04-23T21:15:00+00:00;23.04.2023 22:15:00;2023-04-23T21:30:00+00:00;23.04.2023 22:30:00;373.2;11.19;8.18;10.72
2023-04-23T21:45:00+00:00;23.04.2023 22:45:00;2023-04-23T22:00:00+00:00;23.04.2023 23:00:00;373.2;11.2;8.18;10.7
2023-04-23T06:00:00+00:00;23.04.2023 07:00:00;2023-04-23T06:15:00+00:00;23.04.2023 07:15:00;373.4;11.23;8.17;9.76
2023-04-23T05:45:00+00:00;23.04.2023 06:45:00;2023-04-23T06:00:00+00:00;23.04.2023 07:00:00;373.7;11.24;8.17;9.74
2023-04-23T07:00:00+00:00;23.04.2023 08:00:00;2023-04-23T07:15:00+00:00;23.04.2023 08:15:00;375.5;11.22;8.18;9.83
2023-04-23T07:30:00+00:00;23.04.2023 08:30:00;2023-04-23T07:45:00+00:00;23.04.2023 08:45:00;374.2;11.25;8.18;9.86
2023-04-23T06:45:00+00:00;23.04.2023 07:45:00;2023-04-23T07:00:00+00:00;23.04.2023 08:00:00;375.8;11.21;8.18;9.81
2023-05-13T06:15:00+00:00;13.05.2023 07:15:00;2023-05-13T06:30:00+00:00;13.05.2023 07:30:00;319.7;11.26;8.18;13.82
2023-04-23T11:45:00+00:00;23.04.2023 12:45:00;2023-04-23T12:00:00+00:00;23.04.2023 13:00:00;369.4;11.42;8.22;10.39
2023-04-23T08:00:00+00:00;23.04.2023 09:00:00;2023-04-23T08:15:00+00:00;23.04.2023 09:15:00;372.9;11.27;8.19;9.89
2023-05-13T09:00:00+00:00;13.05.2023 10:00:00;2023-05-13T09:15:00+00:00;13.05.2023 10:15:00;333.1;11.27;8.18;13.7
2023-05-13T09:30:00+00:00;13.05.2023 10:30:00;2023-05-13T09:45:00+00:00;13.05.2023 10:45:00;335.2;11.27;8.19;13.7
2023-04-23T10:30:00+00:00;23.04.2023 11:30:00;2023-04-23T10:45:00+00:00;23.04.2023 11:45:00;369.3;11.36;8.2;10.19
2023-05-13T08:00:00+00:00;13.05.2023 09:00:00;2023-05-13T08:15:00+00:00;13.05.2023 09:15:00;316.6;11.17;8.18;13.7
2023-05-13T08:15:00+00:00;13.05.2023 09:15:00;2023-05-13T08:30:00+00:00;13.05.2023 09:30:00;319.9;10.88;8.15;13.95
2023-04-23T11:00:00+00:00;23.04.2023 12:00:00;2023-04-23T11:15:00+00:00;23.04.2023 12:15:00;368.5;11.39;8.21;10.26
2023-05-13T08:30:00+00:00;13.05.2023 09:30:00;2023-05-13T08:45:00+00:00;13.05.2023 09:45:00;334.4;11.08;8.18;13.72
2023-04-23T12:00:00+00:00;23.04.2023 13:00:00;2023-04-23T12:15:00+00:00;23.04.2023 13:15:00;370.3;11.43;8.22;10.43
2023-05-13T07:15:00+00:00;13.05.2023 08:15:00;2023-05-13T07:30:00+00:00;13.05.2023 08:30:00;318.7;11.25;8.18;13.76
2023-04-23T12:15:00+00:00;23.04.2023 13:15:00;2023-04-23T12:30:00+00:00;23.04.2023 13:30:00;370.7;11.41;8.22;10.47
2023-05-13T10:15:00+00:00;13.05.2023 11:15:00;2023-05-13T10:30:00+00:00;13.05.2023 11:30:00;334.1;11.41;8.19;13.75
2023-05-13T12:00:00+00:00;13.05.2023 13:00:00;2023-05-13T12:15:00+00:00;13.05.2023 13:15:00;331.8;11.36;8.19;13.78
2023-04-23T16:15:00+00:00;23.04.2023 17:15:00;2023-04-23T16:30:00+00:00;23.04.2023 17:30:00;371.1;11.41;8.22;10.88
2023-05-13T12:15:00+00:00;13.05.2023 13:15:00;2023-05-13T12:30:00+00:00;13.05.2023 13:30:00;331.5;11.37;8.2;13.78
2023-04-23T15:45:00+00:00;23.04.2023 16:45:00;2023-04-23T16:00:00+00:00;23.04.2023 17:00:00;371.0;11.42;8.23;10.86
2023-05-13T13:30:00+00:00;13.05.2023 14:30:00;2023-05-13T13:45:00+00:00;13.05.2023 14:45:00;331.9;11.36;8.2;13.81
2023-04-23T17:00:00+00:00;23.04.2023 18:00:00;2023-04-23T17:15:00+00:00;23.04.2023 18:15:00;371.8;11.38;8.22;10.89
2023-04-23T16:45:00+00:00;23.04.2023 17:45:00;2023-04-23T17:00:00+00:00;23.04.2023 18:00:00;371.0;11.39;8.22;10.89
2023-04-23T19:45:00+00:00;23.04.2023 20:45:00;2023-04-23T20:00:00+00:00;23.04.2023 21:00:00;372.9;11.21;8.19;10.79
2023-04-23T20:15:00+00:00;23.04.2023 21:15:00;2023-04-23T20:30:00+00:00;23.04.2023 21:30:00;372.8;11.22;8.18;10.77
2023-05-13T15:15:00+00:00;13.05.2023 16:15:00;2023-05-13T15:30:00+00:00;13.05.2023 16:30:00;329.9;11.43;8.2;13.74
2023-05-13T15:30:00+00:00;13.05.2023 16:30:00;2023-05-13T15:45:00+00:00;13.05.2023 16:45:00;329.5;11.43;8.2;13.73
2023-04-23T20:45:00+00:00;23.04.2023 21:45:00;2023-04-23T21:00:00+00:00;23.04.2023 22:00:00;372.8;11.19;8.18;10.74
2023-04-23T23:00:00+00:00;24.04.2023 00:00:00;2023-04-23T23:15:00+00:00;24.04.2023 00:15:00;374.2;11.21;8.17;10.67
2023-04-23T22:45:00+00:00;23.04.2023 23:45:00;2023-04-23T23:00:00+00:00;24.04.2023 00:00:00;374.7;11.21;8.17;10.67
2023-04-23T23:45:00+00:00;24.04.2023 00:45:00;2023-04-24T00:00:00+00:00;24.04.2023 01:00:00;373.3;11.21;8.17;10.65
2023-04-24T01:30:00+00:00;24.04.2023 02:30:00;2023-04-24T01:45:00+00:00;24.04.2023 02:45:00;372.2;11.21;8.17;10.64
2023-04-24T00:45:00+00:00;24.04.2023 01:45:00;2023-04-24T01:00:00+00:00;24.04.2023 02:00:00;372.0;11.2;8.17;10.64
2023-05-13T17:15:00+00:00;13.05.2023 18:15:00;2023-05-13T17:30:00+00:00;13.05.2023 18:30:00;327.2;11.3;8.2;13.78
2023-04-24T05:45:00+00:00;24.04.2023 06:45:00;2023-04-24T06:00:00+00:00;24.04.2023 07:00:00;372.1;11.22;8.19;10.75
2023-05-13T16:00:00+00:00;13.05.2023 17:00:00;2023-05-13T16:15:00+00:00;13.05.2023 17:15:00;328.9;11.46;8.2;13.75
2023-05-13T16:15:00+00:00;13.05.2023 17:15:00;2023-05-13T16:30:00+00:00;13.05.2023 17:30:00;328.4;11.45;8.2;13.76
2023-05-13T16:30:00+00:00;13.05.2023 17:30:00;2023-05-13T16:45:00+00:00;13.05.2023 17:45:00;328.6;11.41;8.2;13.77
2023-05-13T16:45:00+00:00;13.05.2023 17:45:00;2023-05-13T17:00:00+00:00;13.05.2023 18:00:00;327.9;11.34;8.2;13.78
2023-05-13T18:30:00+00:00;13.05.2023 19:30:00;2023-05-13T18:45:00+00:00;13.05.2023 19:45:00;324.8;11.39;8.2;13.69
2023-04-24T07:00:00+00:00;24.04.2023 08:00:00;2023-04-24T07:15:00+00:00;24.04.2023 08:15:00;369.9;11.22;8.2;10.81
2023-05-13T18:45:00+00:00;13.05.2023 19:45:00;2023-05-13T19:00:00+00:00;13.05.2023 20:00:00;324.8;11.38;8.2;13.67
2023-04-24T07:45:00+00:00;24.04.2023 08:45:00;2023-04-24T08:00:00+00:00;24.04.2023 09:00:00;378.2;11.25;8.2;10.85
2023-05-13T19:45:00+00:00;13.05.2023 20:45:00;2023-05-13T20:00:00+00:00;13.05.2023 21:00:00;323.5;11.37;8.19;13.61
2023-04-24T17:00:00+00:00;24.04.2023 18:00:00;2023-04-24T17:15:00+00:00;24.04.2023 18:15:00;379.5;11.3;8.23;11.37
2023-05-13T20:45:00+00:00;13.05.2023 21:45:00;2023-05-13T21:00:00+00:00;13.05.2023 22:00:00;322.8;11.42;8.19;13.6
2023-05-13T21:15:00+00:00;13.05.2023 22:15:00;2023-05-13T21:30:00+00:00;13.05.2023 22:30:00;322.4;11.42;8.19;13.6
2023-04-24T17:45:00+00:00;24.04.2023 18:45:00;2023-04-24T18:00:00+00:00;24.04.2023 19:00:00;377.4;11.27;8.22;11.32
2023-04-24T18:00:00+00:00;24.04.2023 19:00:00;2023-04-24T18:15:00+00:00;24.04.2023 19:15:00;377.6;11.25;8.22;11.3
2023-04-24T18:15:00+00:00;24.04.2023 19:15:00;2023-04-24T18:30:00+00:00;24.04.2023 19:30:00;378.2;11.21;8.21;11.29
2023-05-13T22:00:00+00:00;13.05.2023 23:00:00;2023-05-13T22:15:00+00:00;13.05.2023 23:15:00;321.6;11.4;8.19;13.6
2023-04-24T18:30:00+00:00;24.04.2023 19:30:00;2023-04-24T18:45:00+00:00;24.04.2023 19:45:00;378.6;11.2;8.21;11.28
2023-04-24T20:15:00+00:00;24.04.2023 21:15:00;2023-04-24T20:30:00+00:00;24.04.2023 21:30:00;375.5;11.14;8.19;11.14
2023-05-13T23:00:00+00:00;14.05.2023 00:00:00;2023-05-13T23:15:00+00:00;14.05.2023 00:15:00;320.5;11.44;8.19;13.61
2023-05-14T00:15:00+00:00;14.05.2023 01:15:00;2023-05-14T00:30:00+00:00;14.05.2023 01:30:00;320.1;11.46;8.18;13.6
2023-05-14T00:30:00+00:00;14.05.2023 01:30:00;2023-05-14T00:45:00+00:00;14.05.2023 01:45:00;319.5;11.51;8.18;13.61
2023-04-24T20:45:00+00:00;24.04.2023 21:45:00;2023-04-24T21:00:00+00:00;24.04.2023 22:00:00;375.3;11.14;8.19;11.11
2023-04-22T05:00:00+00:00;22.04.2023 06:00:00;2023-04-22T05:15:00+00:00;22.04.2023 06:15:00;370.2;11.13;8.13;9.36
2023-04-22T05:30:00+00:00;22.04.2023 06:30:00;2023-04-22T05:45:00+00:00;22.04.2023 06:45:00;371.1;11.14;8.14;9.38
2023-04-22T04:45:00+00:00;22.04.2023 05:45:00;2023-04-22T05:00:00+00:00;22.04.2023 06:00:00;370.2;11.12;8.13;9.35
2023-04-24T19:00:00+00:00;24.04.2023 20:00:00;2023-04-24T19:15:00+00:00;24.04.2023 20:15:00;377.8;11.18;8.2;11.23
2023-05-13T23:45:00+00:00;14.05.2023 00:45:00;2023-05-14T00:00:00+00:00;14.05.2023 01:00:00;320.1;11.45;8.18;13.61
2023-04-22T06:30:00+00:00;22.04.2023 07:30:00;2023-04-22T06:45:00+00:00;22.04.2023 07:45:00;372.8;11.17;8.15;9.43
2023-04-22T05:45:00+00:00;22.04.2023 06:45:00;2023-04-22T06:00:00+00:00;22.04.2023 07:00:00;371.3;11.14;8.14;9.39
2023-05-14T01:45:00+00:00;14.05.2023 02:45:00;2023-05-14T02:00:00+00:00;14.05.2023 03:00:00;319.4;11.42;8.18;13.63
2023-04-22T08:00:00+00:00;22.04.2023 09:00:00;2023-04-22T08:15:00+00:00;22.04.2023 09:15:00;372.9;11.24;8.17;9.52
2023-04-24T22:15:00+00:00;24.04.2023 23:15:00;2023-04-24T22:30:00+00:00;24.04.2023 23:30:00;373.9;11.14;8.18;11.04
2023-05-14T04:30:00+00:00;14.05.2023 05:30:00;2023-05-14T04:45:00+00:00;14.05.2023 05:45:00;316.5;11.51;8.18;13.58
2023-04-24T22:30:00+00:00;24.04.2023 23:30:00;2023-04-24T22:45:00+00:00;24.04.2023 23:45:00;373.9;11.14;8.18;11.03
2023-04-22T07:00:00+00:00;22.04.2023 08:00:00;2023-04-22T07:15:00+00:00;22.04.2023 08:15:00;373.3;11.21;8.16;9.47
2023-05-14T04:45:00+00:00;14.05.2023 05:45:00;2023-05-14T05:00:00+00:00;14.05.2023 06:00:00;316.5;11.49;8.18;13.57
2023-04-22T07:30:00+00:00;22.04.2023 08:30:00;2023-04-22T07:45:00+00:00;22.04.2023 08:45:00;373.4;11.23;8.16;9.5
2023-04-24T23:30:00+00:00;25.04.2023 00:30:00;2023-04-24T23:45:00+00:00;25.04.2023 00:45:00;374.1;11.16;8.18;11.01
2023-04-22T07:45:00+00:00;22.04.2023 08:45:00;2023-04-22T08:00:00+00:00;22.04.2023 09:00:00;373.1;11.24;8.16;9.51
2023-04-24T22:45:00+00:00;24.04.2023 23:45:00;2023-04-24T23:00:00+00:00;25.04.2023 00:00:00;373.7;11.15;8.18;11.03
2023-04-22T10:30:00+00:00;22.04.2023 11:30:00;2023-04-22T10:45:00+00:00;22.04.2023 11:45:00;373.0;11.33;8.18;9.64
2023-04-24T08:00:00+00:00;24.04.2023 09:00:00;2023-04-24T08:15:00+00:00;24.04.2023 09:15:00;377.0;11.24;8.2;10.85
2023-04-22T10:45:00+00:00;22.04.2023 11:45:00;2023-04-22T11:00:00+00:00;22.04.2023 12:00:00;373.1;11.32;8.18;9.65
2023-04-24T09:00:00+00:00;24.04.2023 10:00:00;2023-04-24T09:15:00+00:00;24.04.2023 10:15:00;375.7;11.31;8.21;10.92
2023-04-22T13:00:00+00:00;22.04.2023 14:00:00;2023-04-22T13:15:00+00:00;22.04.2023 14:15:00;376.1;11.37;8.19;9.72
2023-04-24T10:00:00+00:00;24.04.2023 11:00:00;2023-04-24T10:15:00+00:00;24.04.2023 11:15:00;375.1;11.33;8.22;11.05
2023-04-22T13:30:00+00:00;22.04.2023 14:30:00;2023-04-22T13:45:00+00:00;22.04.2023 14:45:00;376.5;11.37;8.19;9.73
2023-04-24T11:15:00+00:00;24.04.2023 12:15:00;2023-04-24T11:30:00+00:00;24.04.2023 12:30:00;377.4;11.36;8.24;11.23
2023-04-22T14:00:00+00:00;22.04.2023 15:00:00;2023-04-22T14:15:00+00:00;22.04.2023 15:15:00;377.4;11.38;8.19;9.74
2023-04-22T14:15:00+00:00;22.04.2023 15:15:00;2023-04-22T14:30:00+00:00;22.04.2023 15:30:00;378.5;11.38;8.19;9.74
2023-04-22T13:45:00+00:00;22.04.2023 14:45:00;2023-04-22T14:00:00+00:00;22.04.2023 15:00:00;376.5;11.38;8.19;9.73
2023-04-24T12:00:00+00:00;24.04.2023 13:00:00;2023-04-24T12:15:00+00:00;24.04.2023 13:15:00;378.7;11.38;8.25;11.32
2023-04-24T12:30:00+00:00;24.04.2023 13:30:00;2023-04-24T12:45:00+00:00;24.04.2023 13:45:00;379.9;11.38;8.25;11.38
2023-04-24T12:45:00+00:00;24.04.2023 13:45:00;2023-04-24T13:00:00+00:00;24.04.2023 14:00:00;380.7;11.38;8.25;11.4
2023-04-22T16:15:00+00:00;22.04.2023 17:15:00;2023-04-22T16:30:00+00:00;22.04.2023 17:30:00;380.4;11.37;8.18;9.74
2023-04-24T13:15:00+00:00;24.04.2023 14:15:00;2023-04-24T13:30:00+00:00;24.04.2023 14:30:00;380.7;11.4;8.25;11.41
2023-04-22T16:30:00+00:00;22.04.2023 17:30:00;2023-04-22T16:45:00+00:00;22.04.2023 17:45:00;379.5;11.36;8.18;9.73
2023-04-24T15:30:00+00:00;24.04.2023 16:30:00;2023-04-24T15:45:00+00:00;24.04.2023 16:45:00;380.4;11.39;8.24;11.43
2023-04-22T19:00:00+00:00;22.04.2023 20:00:00;2023-04-22T19:15:00+00:00;22.04.2023 20:15:00;380.4;11.3;8.17;9.69
2023-04-22T19:45:00+00:00;22.04.2023 20:45:00;2023-04-22T20:00:00+00:00;22.04.2023 21:00:00;379.7;11.28;8.17;9.66
2023-04-22T20:30:00+00:00;22.04.2023 21:30:00;2023-04-22T20:45:00+00:00;22.04.2023 21:45:00;380.3;11.29;8.18;9.62
2023-05-14T05:15:00+00:00;14.05.2023 06:15:00;2023-05-14T05:30:00+00:00;14.05.2023 06:30:00;315.5;11.4;8.18;13.54
2023-04-24T02:45:00+00:00;24.04.2023 03:45:00;2023-04-24T03:00:00+00:00;24.04.2023 04:00:00;372.4;11.23;8.17;10.67
2023-04-24T02:00:00+00:00;24.04.2023 03:00:00;2023-04-24T02:15:00+00:00;24.04.2023 03:15:00;372.4;11.22;8.17;10.65
2023-04-24T02:15:00+00:00;24.04.2023 03:15:00;2023-04-24T02:30:00+00:00;24.04.2023 03:30:00;373.3;11.23;8.17;10.65
2023-04-22T21:45:00+00:00;22.04.2023 22:45:00;2023-04-22T22:00:00+00:00;22.04.2023 23:00:00;380.4;11.28;8.17;9.6
2023-04-22T23:15:00+00:00;23.04.2023 00:15:00;2023-04-22T23:30:00+00:00;23.04.2023 00:30:00;378.3;11.27;8.17;9.59
2023-04-25T03:15:00+00:00;25.04.2023 04:15:00;2023-04-25T03:30:00+00:00;25.04.2023 04:30:00;372.6;11.1;8.19;11.01
2023-04-25T03:30:00+00:00;25.04.2023 04:30:00;2023-04-25T03:45:00+00:00;25.04.2023 04:45:00;372.6;11.1;8.19;11.01
2023-04-22T23:45:00+00:00;23.04.2023 00:45:00;2023-04-23T00:00:00+00:00;23.04.2023 01:00:00;378.4;11.27;8.17;9.59
2023-04-23T01:00:00+00:00;23.04.2023 02:00:00;2023-04-23T01:15:00+00:00;23.04.2023 02:15:00;377.5;11.27;8.17;9.59
2023-04-23T01:15:00+00:00;23.04.2023 02:15:00;2023-04-23T01:30:00+00:00;23.04.2023 02:30:00;377.0;11.27;8.17;9.59
