Zeitstempel;Niederschlag;Luftfeuchtigkeit;Globalstrahlung [W/m2];Lufttemperatur;Windgeschwindigkeit;Windrichtung
2023-06-06T08:00:01+02:00;0.0;68.46;210.0;16.38;0.5;238.0
2023-06-06T05:00:01+02:00;0.0;66.48;0.0;16.11;0.9;271.0
2023-06-06T03:00:01+02:00;0.0;56.95;0.0;18.44;0.3;147.0
2023-06-06T18:00:01+02:00;0.0;29.01;480.0;26.82;1.0;162.0
2023-06-23T12:00:01+02:00;0.0;54.64;804.0;21.72;3.1;57.0
2023-06-23T09:00:01+02:00;0.0;78.75;292.0;18.94;1.2;44.0
2023-06-23T01:00:01+02:00;0.8;89.06;0.0;18.25;1.6;43.0
2023-06-22T20:00:01+02:00;39.2;89.55;5.0;19.26;1.9;51.0
2023-06-22T19:00:01+02:00;0.0;70.35;127.0;24.18;1.5;273.0
2023-06-22T14:00:01+02:00;0.0;69.1;227.0;26.54;0.8;267.0
2023-06-22T11:00:01+02:00;0.0;75.04;382.0;23.9;1.2;249.0
2023-06-22T07:00:01+02:00;0.0;99.75;41.0;18.36;1.0;246.0
2023-06-22T04:00:01+02:00;0.0;93.86;0.0;19.8;0.7;272.0
2023-06-22T03:00:01+02:00;0.0;94.93;0.0;20.14;0.7;296.0
2023-06-22T00:00:01+02:00;0.0;92.63;0.0;21.58;0.7;197.0
2023-06-21T23:00:01+02:00;0.0;92.28;0.0;21.9;0.8;185.0
2023-06-21T22:00:01+02:00;0.0;88.72;0.0;22.67;0.9;208.0
2023-06-21T21:00:01+02:00;0.2;81.63;12.0;23.11;0.8;186.0
2023-06-21T19:00:01+02:00;0.0;65.32;149.0;25.53;1.0;277.0
2023-06-21T12:00:01+02:00;0.0;73.84;599.0;22.43;1.1;267.0
2023-06-21T08:00:01+02:00;0.0;82.3;111.0;20.81;0.8;223.0
2023-06-21T03:00:01+02:00;0.0;93.54;0.0;20.38;1.1;270.0
2023-06-20T20:00:01+02:00;0.0;78.7;60.0;23.56;0.9;266.0
2023-06-20T15:00:01+02:00;0.0;33.76;793.0;31.29;1.3;262.0
2023-06-20T14:00:01+02:00;0.0;37.31;828.0;30.22;1.4;245.0
2023-06-20T13:00:01+02:00;0.0;46.47;786.0;28.77;1.7;236.0
2023-06-20T04:00:01+02:00;0.0;89.43;0.0;19.98;1.5;250.0
2023-06-19T22:00:01+02:00;0.0;47.37;0.0;27.51;1.3;269.0
2023-06-19T16:00:01+02:00;0.0;41.94;597.0;27.6;1.1;135.0
2023-06-19T15:00:01+02:00;0.0;45.81;259.0;26.33;1.3;120.0
2023-06-19T10:00:01+02:00;0.0;72.38;189.0;21.9;1.0;220.0
2023-06-19T09:00:01+02:00;0.0;78.49;107.0;20.43;1.9;259.0
2023-06-19T08:00:01+02:00;0.0;84.64;80.0;19.52;1.6;265.0
2023-06-19T06:00:01+02:00;0.0;88.32;0.0;18.97;0.7;232.0
2023-06-19T00:00:02+02:00;0.0;65.14;0.0;22.62;1.0;208.0
2023-06-18T23:00:01+02:00;0.0;64.91;0.0;23.22;1.0;220.0
2023-06-18T21:00:01+02:00;0.0;56.0;30.0;24.36;0.4;272.0
2023-06-18T16:00:01+02:00;0.0;26.11;626.0;31.4;1.1;184.0
2023-06-18T15:00:01+02:00;0.0;26.92;646.0;30.96;1.3;179.0
2023-06-18T14:00:01+02:00;0.0;27.65;833.0;30.48;1.0;175.0
2023-06-18T10:00:01+02:00;0.0;39.87;528.0;23.58;1.1;258.0
2023-06-17T23:00:01+02:00;0.0;42.04;0.0;23.47;0.8;196.0
2023-06-17T20:00:01+02:00;0.0;22.84;90.0;28.59;1.1;88.0
2023-06-17T13:00:01+02:00;0.0;23.16;853.0;27.99;1.0;88.0
2023-06-17T12:00:01+02:00;0.0;28.8;760.0;27.07;0.8;201.0
2023-06-17T11:00:01+02:00;0.0;37.51;679.0;24.45;0.7;240.0
2023-06-17T05:00:01+02:00;0.0;66.57;0.0;15.74;1.0;263.0
2023-06-17T04:00:01+02:00;0.0;63.47;0.0;16.55;1.1;247.0
2023-06-17T02:00:01+02:00;0.0;52.66;0.0;19.29;1.5;271.0
2023-06-17T01:00:01+02:00;0.0;48.04;0.0;20.6;0.8;239.0
2023-06-17T00:00:01+02:00;0.0;45.56;0.0;21.65;0.8;231.0
2023-06-16T12:00:01+02:00;0.0;33.39;786.0;24.53;1.0;129.0
2023-06-16T07:00:01+02:00;0.0;72.59;33.0;16.27;1.1;241.0
2023-06-16T04:00:01+02:00;0.0;54.14;0.0;18.96;1.0;277.0
2023-06-15T20:00:01+02:00;0.0;28.55;59.0;25.87;1.1;114.0
2023-06-15T12:00:01+02:00;0.0;40.27;785.0;22.98;1.1;146.0
2023-06-15T08:00:01+02:00;0.0;57.08;229.0;16.69;0.8;284.0
2023-06-15T06:00:01+02:00;0.0;63.52;0.0;15.31;0.6;277.0
2023-06-15T04:00:01+02:00;0.0;55.85;0.0;17.12;0.6;272.0
2023-06-15T00:00:01+02:00;0.0;39.44;0.0;21.62;1.0;146.0
2023-06-14T21:00:01+02:00;0.0;32.34;39.0;24.37;1.9;156.0
2023-06-14T20:00:01+02:00;0.0;30.29;52.0;25.41;1.8;151.0
2023-06-14T17:00:01+02:00;0.0;26.98;636.0;26.84;1.8;116.0
2023-06-14T11:00:01+02:00;0.0;38.22;692.0;20.79;1.2;120.0
2023-06-14T10:00:01+02:00;0.0;39.86;559.0;19.64;1.0;145.0
2023-06-14T01:00:01+02:00;0.0;30.39;0.0;19.86;0.6;253.0
2023-06-13T21:00:01+02:00;0.0;18.63;18.0;25.41;1.7;240.0
2023-06-13T17:00:01+02:00;0.0;28.02;655.0;27.18;1.2;147.0
2023-06-13T15:00:01+02:00;0.0;32.34;855.0;25.51;1.4;140.0
2023-06-13T13:00:01+02:00;0.0;32.91;879.0;23.85;1.1;141.0
2023-06-13T07:00:02+02:00;0.0;47.75;30.0;17.5;1.2;267.0
2023-06-13T04:00:01+02:00;0.0;45.09;0.0;18.7;0.5;244.0
2023-06-07T04:00:01+02:00;0.0;64.15;0.0;16.87;0.3;238.0
2023-06-07T03:00:01+02:00;0.0;54.77;0.0;18.49;0.8;236.0
2023-06-07T07:00:01+02:00;0.0;73.17;48.0;15.0;0.6;274.0
2023-06-07T08:00:01+02:00;0.0;64.74;221.0;16.8;0.6;255.0
2023-06-07T13:00:01+02:00;0.0;38.0;847.0;24.51;1.3;137.0
2023-06-07T14:00:01+02:00;0.0;36.7;867.0;25.27;1.3;122.0
2023-06-07T16:00:01+02:00;0.0;32.35;750.0;26.51;1.3;132.0
2023-06-08T05:00:01+02:00;0.0;72.02;0.0;15.41;0.7;270.0
2023-06-08T02:00:01+02:00;0.0;62.4;0.0;17.44;0.4;243.0
2023-06-08T04:00:01+02:00;0.0;67.39;0.0;16.27;0.7;268.0
2023-06-08T09:00:01+02:00;0.0;74.08;88.0;16.05;1.0;281.0
2023-06-08T12:00:01+02:00;0.0;47.94;776.0;23.45;0.9;196.0
2023-06-08T14:00:01+02:00;0.0;35.75;867.0;26.47;1.1;132.0
2023-06-08T16:00:01+02:00;0.0;31.05;771.0;27.86;1.1;129.0
2023-06-08T17:00:01+02:00;0.0;33.45;186.0;27.01;1.0;220.0
2023-06-11T15:00:01+02:00;0.0;40.85;825.0;28.34;1.1;151.0
2023-06-11T16:00:02+02:00;0.0;41.44;502.0;28.08;1.2;145.0
2023-06-08T23:00:01+02:00;0.0;48.51;0.0;22.19;1.6;247.0
2023-06-23T13:00:01+02:00;0.0;53.3;680.0;22.22;2.3;70.0
2023-06-23T08:00:01+02:00;0.0;82.83;70.0;18.22;1.1;30.0
2023-06-23T06:00:01+02:00;0.0;86.8;0.0;17.95;1.8;28.0
2023-06-23T05:00:01+02:00;0.0;88.85;0.0;17.81;1.6;27.0
2023-06-23T03:00:01+02:00;3.2;94.03;0.0;17.79;1.9;14.0
2023-06-23T02:00:01+02:00;1.2;91.02;0.0;18.11;2.2;15.0
2023-06-23T00:00:01+02:00;0.0;95.09;0.0;18.07;0.8;147.0
2023-06-22T22:00:01+02:00;0.2;99.99;0.0;17.33;0.9;145.0
2023-06-22T18:00:01+02:00;0.0;72.17;102.0;24.77;1.0;292.0
2023-06-22T17:00:01+02:00;0.0;66.67;196.0;25.84;0.6;78.0
2023-06-22T05:00:01+02:00;0.0;94.45;0.0;19.38;0.9;253.0
2023-06-21T17:00:01+02:00;0.0;59.93;169.0;26.27;0.7;208.0
2023-06-21T11:00:01+02:00;0.0;85.99;554.0;20.27;1.5;243.0
2023-06-21T09:00:01+02:00;17.2;87.54;34.0;20.24;1.8;92.0
2023-06-21T07:00:01+02:00;0.0;82.49;33.0;20.56;1.0;246.0
2023-06-21T05:00:01+02:00;0.0;85.82;0.0;20.73;0.9;244.0
2023-06-21T04:00:01+02:00;0.0;94.24;0.0;20.11;1.0;233.0
2023-06-21T02:00:01+02:00;0.0;93.26;0.0;20.75;1.3;290.0
2023-06-21T01:00:01+02:00;0.0;93.1;0.0;21.28;1.2;259.0
2023-06-21T00:00:01+02:00;0.0;90.27;0.0;22.0;1.1;251.0
2023-06-20T19:00:01+02:00;0.2;80.8;138.0;23.35;1.6;270.0
2023-06-20T18:00:01+02:00;20.4;69.8;14.0;23.94;2.7;170.0
2023-06-20T16:00:01+02:00;0.0;32.96;712.0;31.94;1.1;300.0
2023-06-20T08:00:01+02:00;0.0;77.38;156.0;21.44;1.2;218.0
2023-06-20T07:00:01+02:00;0.0;80.93;51.0;20.54;1.0;207.0
2023-06-20T06:00:01+02:00;0.0;82.78;2.0;20.35;1.1;254.0
2023-06-20T05:00:01+02:00;0.0;83.85;0.0;20.59;1.6;241.0
2023-06-20T03:00:01+02:00;0.0;90.56;0.0;20.02;1.9;268.0
2023-06-20T00:00:01+02:00;0.0;54.01;0.0;25.31;0.7;274.0
2023-06-19T23:00:01+02:00;0.0;50.17;0.0;26.21;1.1;264.0
2023-06-19T20:00:01+02:00;0.0;40.05;61.0;29.48;1.3;155.0
2023-06-19T19:00:01+02:00;0.0;38.24;133.0;30.21;1.1;156.0
2023-06-19T18:00:01+02:00;0.0;38.79;434.0;29.6;1.1;153.0
2023-06-19T17:00:01+02:00;0.0;39.87;612.0;28.83;1.3;138.0
2023-06-19T14:00:01+02:00;0.0;42.2;346.0;27.68;1.0;131.0
2023-06-19T13:00:01+02:00;0.0;44.81;602.0;27.16;1.1;123.0
2023-06-19T12:00:01+02:00;0.0;52.77;742.0;26.25;1.0;211.0
2023-06-19T05:00:01+02:00;0.0;78.71;0.0;19.85;1.0;70.0
2023-06-19T04:00:01+02:00;0.4;74.57;0.0;20.59;1.7;37.0
2023-06-19T02:00:01+02:00;0.0;67.63;0.0;21.66;1.0;263.0
2023-06-18T22:00:01+02:00;0.0;61.24;0.0;23.83;0.6;205.0
2023-06-18T20:00:01+02:00;0.0;60.48;68.0;23.98;0.7;338.0
2023-06-18T19:00:01+02:00;0.2;57.91;70.0;24.85;1.2;62.0
2023-06-18T13:00:01+02:00;0.0;29.18;662.0;29.05;0.9;136.0
2023-06-18T12:00:01+02:00;0.0;31.46;744.0;28.22;1.0;245.0
2023-06-18T08:00:01+02:00;0.0;54.4;203.0;18.57;1.0;268.0
2023-06-18T06:00:01+02:00;0.0;64.79;0.0;16.62;0.9;272.0
2023-06-18T04:00:01+02:00;0.0;61.04;0.0;17.91;0.9;270.0
2023-06-18T03:00:01+02:00;0.0;59.2;0.0;18.49;1.4;264.0
2023-06-18T01:00:01+02:00;0.0;48.31;0.0;21.21;1.4;259.0
2023-06-18T00:00:01+02:00;0.0;44.06;0.0;22.6;1.5;258.0
2023-06-17T18:00:01+02:00;0.0;23.71;446.0;28.71;2.2;77.0
2023-06-17T16:00:01+02:00;0.0;22.07;731.0;28.47;2.0;91.0
2023-06-17T15:00:02+02:00;0.0;23.22;831.0;28.49;1.4;116.0
2023-06-17T14:00:01+02:00;0.0;23.66;808.0;27.51;1.4;149.0
2023-06-17T08:00:01+02:00;0.0;61.69;170.0;15.97;1.1;259.0
2023-06-17T07:00:01+02:00;0.0;66.52;48.0;15.18;1.1;257.0
2023-06-17T03:00:01+02:00;0.0;57.48;0.0;17.99;0.9;266.0
2023-06-16T20:00:01+02:00;0.0;27.53;57.0;26.63;0.8;146.0
2023-06-16T17:00:01+02:00;0.0;26.4;468.0;26.75;1.8;101.0
2023-06-16T14:00:01+02:00;0.0;24.41;907.0;26.66;1.0;142.0
2023-06-16T10:00:01+02:00;0.0;49.07;472.0;21.32;0.8;210.0
2023-06-16T06:00:01+02:00;0.0;67.72;0.0;16.97;0.9;252.0
2023-06-16T05:00:01+02:00;0.0;60.72;0.0;17.85;1.1;269.0
2023-06-16T03:00:01+02:00;0.0;47.66;0.0;20.14;0.6;295.0
2023-06-16T01:00:01+02:00;0.0;47.85;0.0;21.13;0.7;169.0
2023-06-16T00:00:01+02:00;0.0;45.4;0.0;22.21;0.9;157.0
2023-06-15T21:00:01+02:00;0.0;34.59;23.0;24.89;1.5;86.0
2023-06-15T19:00:01+02:00;0.0;22.79;116.0;26.88;1.3;104.0
2023-06-15T18:00:01+02:00;0.0;21.62;501.0;27.22;1.2;135.0
2023-06-15T14:00:01+02:00;0.0;32.2;882.0;25.19;1.2;146.0
2023-06-15T13:00:01+02:00;0.0;35.08;858.0;24.44;1.0;160.0
2023-06-15T11:00:01+02:00;0.0;44.44;702.0;21.27;1.1;123.0
2023-06-15T09:00:01+02:00;0.0;52.93;390.0;18.19;1.1;283.0
2023-06-15T07:00:01+02:00;0.0;62.91;32.0;15.41;0.7;286.0
2023-06-15T03:00:01+02:00;0.0;50.64;0.0;18.28;0.7;19.0
2023-06-14T23:00:01+02:00;0.0;36.25;0.0;22.74;1.4;164.0
2023-06-14T19:00:01+02:00;0.0;28.64;107.0;26.07;1.9;141.0
2023-06-14T18:00:01+02:00;0.0;27.61;489.0;26.69;1.9;136.0
2023-06-14T16:00:01+02:00;0.0;26.61;760.0;26.48;1.9;112.0
2023-06-14T14:00:01+02:00;0.0;28.73;886.0;24.98;1.7;107.0
2023-06-14T08:00:01+02:00;0.0;50.74;249.0;15.24;0.6;238.0
2023-06-14T07:00:01+02:00;0.0;56.3;26.0;13.45;0.5;276.0
2023-06-14T06:00:01+02:00;0.0;57.71;0.0;13.19;0.0;154.0
2023-06-14T03:00:01+02:00;0.0;42.6;0.0;16.87;0.6;205.0
2023-06-14T00:00:01+02:00;0.0;24.62;0.0;21.27;1.0;224.0
2023-06-13T23:00:02+02:00;0.0;22.25;0.0;22.44;1.1;186.0
2023-06-13T22:00:01+02:00;0.0;19.83;0.0;23.99;1.4;181.0
2023-06-13T20:00:01+02:00;0.0;17.34;43.0;26.56;1.7;267.0
2023-06-13T18:00:01+02:00;0.0;22.61;511.0;27.75;1.2;119.0
2023-06-13T16:00:01+02:00;0.0;30.17;775.0;26.26;1.6;113.0
2023-06-13T11:00:01+02:00;0.0;34.5;694.0;22.15;0.9;191.0
2023-06-13T10:00:01+02:00;0.0;37.34;564.0;21.11;1.1;205.0
2023-06-10T03:00:01+02:00;0.0;62.94;0.0;20.7;0.9;334.0
2023-06-10T18:00:01+02:00;0.0;37.08;369.0;28.22;1.3;144.0
2023-06-12T17:00:01+02:00;0.0;25.95;552.0;29.13;1.3;171.0
2023-06-12T04:00:01+02:00;0.0;56.32;0.0;18.33;0.6;231.0
2023-06-12T06:00:01+02:00;0.0;67.37;0.0;16.35;0.6;261.0
2023-06-12T08:00:01+02:00;0.0;57.79;244.0;18.89;0.7;230.0
2023-06-12T13:00:01+02:00;0.0;36.39;773.0;26.13;0.9;169.0
2023-06-12T12:00:01+02:00;0.0;39.89;798.0;24.68;1.0;170.0
2023-06-12T18:00:01+02:00;0.0;26.4;520.0;29.32;1.3;165.0
2023-06-09T21:00:01+02:00;0.0;36.25;35.0;27.28;1.1;163.0
2023-06-09T10:00:01+02:00;0.0;53.18;534.0;21.66;1.5;250.0
2023-06-09T16:00:01+02:00;0.0;26.48;767.0;28.87;1.5;255.0
2023-06-09T13:00:01+02:00;0.0;36.37;850.0;26.58;1.1;268.0
2023-06-09T19:00:01+02:00;0.0;26.78;131.0;29.37;1.0;144.0
2023-06-10T00:00:01+02:00;0.0;48.63;0.0;23.49;1.7;350.0
2023-06-09T23:00:01+02:00;0.0;38.29;0.0;25.22;1.2;269.0
2023-06-10T11:00:01+02:00;0.0;51.54;671.0;24.38;0.7;154.0
2023-06-10T14:00:01+02:00;0.0;41.14;633.0;26.64;1.0;170.0
2023-06-11T05:00:01+02:00;0.0;92.44;0.0;16.73;0.5;246.0
2023-06-11T04:00:01+02:00;0.0;93.52;0.0;17.01;0.5;247.0
2023-06-11T07:00:01+02:00;0.0;90.26;21.0;16.63;0.5;240.0
2023-06-11T08:00:01+02:00;0.0;76.92;217.0;18.92;0.7;224.0
2023-06-11T13:00:01+02:00;0.0;47.67;891.0;26.0;1.1;167.0
2023-06-23T11:00:01+02:00;0.0;62.95;529.0;20.66;2.9;64.0
2023-06-23T10:00:01+02:00;0.0;73.67;325.0;19.71;1.8;81.0
2023-06-23T07:00:01+02:00;0.0;85.18;19.0;18.04;1.3;16.0
2023-06-23T04:00:01+02:00;0.6;91.49;0.0;17.64;2.2;52.0
2023-06-22T23:00:01+02:00;0.0;99.79;0.0;17.47;0.8;136.0
2023-06-22T21:00:01+02:00;0.8;99.99;0.0;16.97;0.7;118.0
2023-06-22T16:00:01+02:00;0.2;64.57;123.0;25.93;1.3;23.0
2023-06-22T15:00:01+02:00;0.0;63.21;319.0;26.77;1.5;60.0
2023-06-22T13:00:01+02:00;0.0;66.74;162.0;26.48;0.5;220.0
2023-06-22T12:00:01+02:00;0.0;68.62;227.0;25.54;1.1;252.0
2023-06-22T10:00:01+02:00;0.0;85.82;229.0;21.41;1.1;203.0
2023-06-22T09:00:01+02:00;0.0;91.19;140.0;20.22;1.2;139.0
2023-06-22T08:00:01+02:00;0.0;97.3;122.0;18.98;0.9;221.0
2023-06-22T06:00:01+02:00;0.0;98.3;0.0;18.55;0.9;242.0
2023-06-22T02:00:01+02:00;0.0;95.85;0.0;20.55;0.7;187.0
2023-06-22T01:00:01+02:00;0.0;96.69;0.0;20.8;0.7;183.0
2023-06-21T20:00:01+02:00;0.4;76.43;16.0;23.91;0.7;237.0
2023-06-21T18:00:01+02:00;0.0;63.31;118.0;25.9;0.7;199.0
2023-06-21T16:00:01+02:00;0.0;57.98;184.0;26.26;1.0;269.0
2023-06-21T15:00:01+02:00;0.0;55.6;719.0;26.8;1.0;218.0
2023-06-21T14:00:01+02:00;0.0;58.87;700.0;25.23;1.1;264.0
2023-06-21T13:00:01+02:00;0.0;60.22;748.0;24.35;0.9;269.0
2023-06-21T10:00:01+02:00;0.0;95.53;40.0;18.39;1.2;234.0
2023-06-21T06:00:01+02:00;0.0;70.31;0.0;21.52;0.6;154.0
2023-06-20T23:00:01+02:00;0.0;86.25;0.0;22.71;1.3;235.0
2023-06-20T22:00:01+02:00;0.0;82.96;1.0;23.04;1.5;257.0
2023-06-20T21:00:01+02:00;0.0;79.06;39.0;23.69;0.9;259.0
2023-06-20T17:00:01+02:00;0.0;32.68;498.0;32.27;1.1;124.0
2023-06-20T12:00:01+02:00;0.0;53.07;704.0;27.27;1.5;244.0
2023-06-20T11:00:02+02:00;0.0;61.45;617.0;25.57;1.5;264.0
2023-06-20T10:00:01+02:00;0.0;65.97;511.0;23.92;1.6;263.0
2023-06-20T09:00:01+02:00;0.0;72.89;328.0;22.46;1.4;238.0
2023-06-20T02:00:01+02:00;0.0;88.77;0.0;20.48;1.8;273.0
2023-06-20T01:00:01+02:00;4.2;72.39;0.0;22.83;1.2;325.0
2023-06-19T21:00:01+02:00;0.0;41.96;26.0;28.84;1.1;181.0
2023-06-19T11:00:01+02:00;0.0;62.28;673.0;24.38;0.8;223.0
2023-06-19T07:00:01+02:00;0.0;86.13;20.0;19.2;1.1;262.0
2023-06-19T03:00:01+02:00;2.8;69.34;0.0;21.69;2.0;29.0
2023-06-19T01:00:01+02:00;0.0;69.35;0.0;21.74;0.7;216.0
2023-06-18T18:00:01+02:00;0.4;34.27;140.0;29.31;2.4;89.0
2023-06-18T17:00:01+02:00;0.0;26.51;369.0;31.11;1.3;146.0
2023-06-18T11:00:01+02:00;0.0;34.56;649.0;25.95;1.1;257.0
2023-06-18T09:00:01+02:00;0.0;47.39;365.0;20.67;1.2;243.0
2023-06-18T07:00:01+02:00;0.0;60.02;44.0;17.07;1.3;264.0
2023-06-18T05:00:01+02:00;0.0;63.46;0.0;17.18;1.0;259.0
2023-06-18T02:00:01+02:00;0.0;54.98;0.0;19.6;0.9;269.0
2023-06-17T22:00:01+02:00;0.0;33.48;0.0;25.75;0.5;218.0
2023-06-17T21:00:01+02:00;0.0;25.81;33.0;27.76;0.6;163.0
2023-06-17T19:00:01+02:00;0.0;23.84;161.0;29.0;1.3;82.0
2023-06-17T17:00:01+02:00;0.0;22.62;608.0;28.57;2.0;87.0
2023-06-17T10:00:01+02:00;0.0;43.07;534.0;21.78;1.0;242.0
2023-06-17T09:00:01+02:00;0.0;51.83;364.0;18.5;1.1;253.0
2023-06-17T06:00:01+02:00;0.0;68.28;1.0;15.14;1.2;261.0
2023-06-16T23:00:01+02:00;0.0;42.35;0.0;22.69;0.8;202.0
2023-06-16T22:00:01+02:00;0.0;35.02;0.0;24.42;0.7;184.0
2023-06-16T21:00:01+02:00;0.0;30.61;17.0;25.6;0.7;185.0
2023-06-16T19:00:01+02:00;0.0;27.61;134.0;26.63;1.1;158.0
2023-06-16T18:00:01+02:00;0.0;26.97;231.0;26.79;0.9;151.0
2023-06-16T16:00:01+02:00;0.0;25.72;778.0;27.12;1.2;137.0
2023-06-16T15:00:01+02:00;0.0;25.52;875.0;26.73;1.2;131.0
2023-06-16T13:00:01+02:00;0.0;26.77;862.0;25.73;1.1;143.0
2023-06-16T11:00:01+02:00;0.0;39.03;679.0;23.96;0.6;179.0
2023-06-16T09:00:01+02:00;0.0;58.17;371.0;19.42;0.9;194.0
2023-06-16T08:00:01+02:00;0.0;68.83;221.0;17.2;1.0;236.0
2023-06-16T02:00:01+02:00;0.0;46.95;0.0;20.73;0.5;118.0
2023-06-15T23:00:01+02:00;0.0;39.53;0.0;23.58;0.8;171.0
2023-06-15T22:00:01+02:00;0.0;37.64;0.0;24.17;0.9;120.0
2023-06-15T17:00:01+02:00;0.0;25.07;652.0;26.75;1.6;118.0
2023-06-15T16:00:01+02:00;0.0;29.17;639.0;26.34;1.3;126.0
2023-06-15T15:00:01+02:00;0.0;30.24;802.0;26.15;1.1;125.0
2023-06-15T10:00:01+02:00;0.0;47.93;542.0;20.04;1.0;11.0
2023-06-15T05:00:01+02:00;0.0;64.52;0.0;15.53;0.6;271.0
2023-06-15T02:00:01+02:00;0.0;47.48;0.0;19.24;0.8;25.0
2023-06-15T01:00:01+02:00;0.0;44.4;0.0;20.42;0.8;80.0
2023-06-14T22:00:01+02:00;0.0;34.32;0.0;23.46;1.6;160.0
2023-06-14T15:00:01+02:00;0.0;27.12;847.0;25.97;1.4;130.0
2023-06-14T13:00:01+02:00;0.0;31.32;866.0;23.73;1.9;121.0
2023-06-14T12:00:01+02:00;0.0;34.49;800.0;22.48;1.4;148.0
2023-06-14T09:00:01+02:00;0.0;43.17;410.0;18.0;0.8;196.0
2023-06-14T05:00:01+02:00;0.0;53.81;0.0;13.95;0.3;297.0
2023-06-14T04:00:01+02:00;0.0;47.78;0.0;14.83;0.4;278.0
2023-06-14T02:00:01+02:00;0.0;33.74;0.0;18.93;0.7;253.0
2023-06-13T19:00:01+02:00;0.0;20.14;105.0;27.49;1.6;278.0
2023-06-13T14:00:01+02:00;0.0;33.15;901.0;24.68;1.3;122.0
2023-06-13T12:00:01+02:00;0.0;33.66;804.0;23.14;0.9;152.0
2023-06-13T09:00:01+02:00;0.0;39.95;412.0;19.69;1.4;229.0
2023-06-13T08:00:01+02:00;0.0;43.89;245.0;18.62;1.3;246.0
2023-06-13T06:00:01+02:00;0.0;49.81;0.0;17.32;0.8;261.0
2023-06-13T05:00:01+02:00;0.0;49.94;0.0;17.72;0.6;256.0
