Zeitstempel;Niederschlag;Luftfeuchtigkeit;Globalstrahlung [W/m2];Lufttemperatur;Windgeschwindigkeit;Windrichtung
2023-05-21T00:00:01+02:00;0.0;87.03;0.0;15.63;0.6;290.0
2023-05-21T07:00:02+02:00;0.0;90.11;25.0;13.6;0.5;341.0
2023-05-21T08:00:01+02:00;0.0;89.54;136.0;13.97;0.4;252.0
2023-05-21T13:00:01+02:00;0.0;66.78;853.0;19.66;1.1;148.0
2023-05-21T21:00:01+02:00;0.0;55.59;4.0;22.85;1.0;182.0
2023-05-22T23:00:01+02:00;0.0;73.23;0.0;19.8;0.4;242.0
2023-05-23T00:00:01+02:00;0.0;82.19;0.0;18.57;0.4;268.0
2023-05-23T05:00:01+02:00;0.0;88.31;0.0;16.04;0.7;347.0
2023-05-23T07:00:01+02:00;0.0;88.55;41.0;16.05;0.5;90.0
2023-05-23T12:00:01+02:00;0.0;77.2;410.0;19.16;1.3;105.0
2023-05-23T10:00:01+02:00;0.0;82.35;294.0;18.07;1.1;110.0
2023-05-23T14:00:01+02:00;0.0;62.11;780.0;21.75;2.0;127.0
2023-05-25T02:00:01+02:00;0.0;62.39;0.0;12.24;0.7;152.0
2023-05-25T05:00:01+02:00;0.0;65.78;0.0;11.17;0.7;149.0
2023-05-25T06:00:01+02:00;0.0;63.07;0.0;11.21;0.7;150.0
2023-05-25T15:00:01+02:00;0.0;50.46;554.0;19.6;0.9;158.0
2023-05-25T16:00:01+02:00;0.0;49.46;598.0;20.62;1.1;200.0
2023-05-23T17:00:01+02:00;0.0;55.83;602.0;21.79;2.6;148.0
2023-05-23T22:00:01+02:00;0.0;60.77;0.0;18.34;1.2;169.0
2023-05-23T23:00:01+02:00;0.6;82.6;0.0;16.61;1.1;277.0
2023-05-24T05:00:01+02:00;0.0;71.14;0.0;13.32;1.3;100.0
2023-05-24T13:00:01+02:00;0.0;76.23;78.0;12.57;1.2;111.0
2023-05-24T16:00:01+02:00;0.0;74.1;236.0;14.12;1.0;298.0
2023-05-24T17:00:01+02:00;0.0;72.47;317.0;14.7;1.2;280.0
2023-06-01T19:00:01+02:00;0.0;33.79;176.0;27.18;1.3;131.0
2023-06-02T15:00:01+02:00;0.0;41.46;835.0;23.84;1.4;138.0
2023-06-02T14:00:01+02:00;0.0;45.74;870.0;22.44;1.6;143.0
2023-06-02T12:00:01+02:00;0.0;53.57;780.0;19.72;1.2;133.0
2023-06-02T11:00:01+02:00;0.0;58.43;670.0;17.97;1.1;116.0
2023-06-02T05:00:01+02:00;0.0;58.13;0.0;17.17;1.0;74.0
2023-06-02T03:00:01+02:00;0.0;54.27;0.0;18.72;0.7;93.0
2023-06-01T23:00:01+02:00;0.0;41.16;0.0;23.58;0.9;120.0
2023-06-01T22:00:01+02:00;0.0;38.78;0.0;24.38;1.1;143.0
2023-06-02T17:00:01+02:00;0.0;39.13;625.0;25.16;1.6;131.0
2023-06-01T12:00:01+02:00;0.0;41.6;771.0;22.36;1.0;114.0
2023-06-01T06:00:01+02:00;0.0;66.99;0.0;14.42;0.3;265.0
2023-06-01T09:00:01+02:00;0.0;54.94;371.0;17.72;0.6;251.0
2023-06-01T07:00:01+02:00;0.0;67.41;35.0;14.5;0.6;264.0
2023-06-01T10:00:01+02:00;0.0;46.13;525.0;19.76;0.8;129.0
2023-06-01T13:00:01+02:00;0.0;38.99;837.0;23.54;1.1;136.0
2023-06-01T14:00:01+02:00;0.0;36.84;856.0;24.85;1.2;134.0
2023-06-01T15:00:01+02:00;0.0;35.98;819.0;25.75;1.0;143.0
2023-06-01T16:00:01+02:00;0.0;36.51;735.0;26.06;1.2;132.0
2023-06-01T17:00:01+02:00;0.0;35.54;598.0;26.87;1.1;134.0
2023-06-03T03:00:01+02:00;0.0;53.13;0.0;16.03;0.8;14.0
2023-05-08T20:00:01+02:00;1.6;88.58;2.0;16.71;1.1;199.0
2023-05-09T06:00:01+02:00;0.2;99.99;0.0;12.37;0.6;274.0
2023-05-09T07:00:01+02:00;0.0;99.99;0.0;12.38;0.9;275.0
2023-05-09T10:00:01+02:00;0.0;84.95;401.0;15.68;1.0;268.0
2023-05-09T11:00:01+02:00;0.0;71.62;591.0;17.85;0.9;251.0
2023-05-09T13:00:01+02:00;0.0;62.02;590.0;20.03;1.4;245.0
2023-05-09T14:00:01+02:00;0.0;56.36;612.0;20.82;1.2;232.0
2023-05-09T17:00:01+02:00;4.2;86.65;70.0;17.43;1.2;67.0
2023-05-09T19:00:01+02:00;2.6;97.68;24.0;15.79;0.7;190.0
2023-05-09T21:00:01+02:00;1.6;93.51;0.0;14.96;1.2;34.0
2023-05-12T06:00:01+02:00;0.0;98.51;0.0;10.62;0.0;163.0
2023-05-12T08:00:01+02:00;0.0;88.65;45.0;11.11;0.6;70.0
2023-05-12T03:00:01+02:00;0.0;96.66;0.0;10.9;0.0;5.0
2023-05-12T12:00:01+02:00;0.0;79.48;433.0;13.07;0.8;155.0
2023-05-12T13:00:01+02:00;0.0;69.32;706.0;14.92;0.7;140.0
2023-05-12T14:00:01+02:00;0.0;64.22;577.0;15.73;1.1;167.0
2023-05-12T15:00:01+02:00;0.0;61.3;662.0;16.44;1.1;163.0
2023-05-12T16:00:01+02:00;0.0;54.56;489.0;17.19;1.0;179.0
2023-05-12T02:00:01+02:00;0.0;96.04;0.0;10.92;0.0;353.0
2023-05-10T02:00:01+02:00;0.0;86.22;0.0;13.98;1.6;13.0
2023-05-10T03:00:01+02:00;0.0;87.6;0.0;13.73;1.1;3.0
2023-05-09T23:00:01+02:00;0.4;93.17;0.0;14.16;1.2;356.0
2023-05-10T10:00:01+02:00;0.0;78.11;326.0;13.31;1.9;19.0
2023-05-10T13:00:01+02:00;0.0;57.84;474.0;14.98;1.9;23.0
2023-05-10T15:00:01+02:00;0.0;55.26;392.0;15.41;2.0;50.0
2023-05-10T18:00:01+02:00;0.0;54.12;403.0;16.27;2.3;49.0
2023-05-10T19:00:01+02:00;0.0;59.72;190.0;15.34;2.0;41.0
2023-05-10T20:00:01+02:00;0.0;61.47;60.0;15.12;1.7;24.0
2023-05-10T22:00:01+02:00;0.0;71.01;0.0;13.27;0.7;8.0
2023-05-11T00:00:01+02:00;0.0;70.79;0.0;12.37;0.8;28.0
2023-05-11T06:00:01+02:00;0.0;83.76;0.0;11.33;0.7;119.0
2023-05-11T11:00:01+02:00;0.0;70.69;141.0;13.18;0.9;120.0
2023-05-11T12:00:01+02:00;4.6;82.28;90.0;11.9;0.8;141.0
2023-05-11T15:00:01+02:00;0.0;69.49;525.0;14.23;1.3;29.0
2023-05-11T17:00:01+02:00;0.2;68.02;297.0;13.7;1.6;79.0
2023-05-11T20:00:01+02:00;0.6;88.02;36.0;12.53;0.8;246.0
2023-05-11T19:00:01+02:00;0.0;79.12;145.0;13.44;1.0;281.0
2023-05-12T21:00:01+02:00;0.0;72.66;19.0;15.26;0.9;172.0
2023-05-12T23:00:01+02:00;0.0;84.27;0.0;13.97;0.8;101.0
2023-05-13T02:00:01+02:00;0.0;93.84;0.0;12.94;0.7;83.0
2023-05-13T03:00:01+02:00;0.0;95.41;0.0;12.78;0.8;112.0
2023-05-13T05:00:01+02:00;0.0;95.99;0.0;12.19;0.9;133.0
2023-05-13T07:00:01+02:00;0.0;92.69;13.0;11.61;0.7;141.0
2023-05-13T08:00:01+02:00;0.0;92.11;74.0;11.59;0.8;141.0
2023-05-13T21:00:01+02:00;0.0;85.0;0.0;13.61;0.6;242.0
2023-05-13T20:00:01+02:00;0.2;89.93;29.0;13.45;0.1;267.0
2023-05-14T03:00:01+02:00;0.0;98.22;0.0;10.49;0.1;163.0
2023-05-14T00:00:01+02:00;0.0;93.34;0.0;11.58;0.0;188.0
2023-05-14T05:00:01+02:00;0.0;97.38;0.0;10.21;0.0;170.0
2023-05-14T07:00:01+02:00;0.0;98.62;2.0;10.44;0.4;145.0
2023-05-14T11:00:01+02:00;0.0;81.14;380.0;13.03;0.9;128.0
2023-05-14T12:00:01+02:00;0.0;78.52;423.0;14.02;0.7;132.0
2023-05-14T14:00:01+02:00;0.4;73.5;340.0;15.62;0.7;198.0
2023-05-14T15:00:01+02:00;0.0;59.14;449.0;17.14;0.8;161.0
2023-05-14T16:00:01+02:00;0.0;55.38;481.0;17.88;0.9;172.0
2023-05-13T10:00:02+02:00;0.0;89.91;65.0;11.86;0.9;134.0
2023-05-13T12:00:01+02:00;0.0;83.82;209.0;12.84;0.9;150.0
2023-05-13T15:00:01+02:00;0.0;66.47;281.0;15.33;0.8;162.0
2023-05-13T16:00:01+02:00;0.0;70.84;191.0;15.13;0.8;186.0
2023-05-13T18:00:01+02:00;4.6;82.09;72.0;14.28;1.0;162.0
2023-05-14T22:00:01+02:00;0.2;82.47;0.0;13.96;0.4;325.0
2023-05-15T01:00:01+02:00;0.0;92.1;0.0;12.14;0.6;231.0
2023-05-15T00:00:01+02:00;0.0;87.47;0.0;12.76;0.8;289.0
2023-05-15T03:00:01+02:00;0.0;95.53;0.0;11.28;0.6;183.0
2023-05-15T05:00:01+02:00;0.0;95.13;0.0;10.7;0.6;173.0
2023-05-15T06:00:01+02:00;0.0;96.65;0.0;10.47;0.6;165.0
2023-05-15T07:00:01+02:00;0.0;96.25;27.0;10.64;0.5;188.0
2023-05-15T17:00:01+02:00;0.0;58.46;200.0;16.62;0.8;84.0
2023-05-19T17:00:02+02:00;0.0;55.32;104.0;16.7;1.0;175.0
2023-05-18T21:00:01+02:00;0.0;51.57;0.0;15.08;0.6;271.0
2023-05-18T22:00:01+02:00;0.0;54.02;0.0;14.65;0.6;219.0
2023-05-18T23:00:01+02:00;0.0;54.44;0.0;14.32;0.6;218.0
2023-05-19T03:00:01+02:00;0.0;58.86;0.0;13.19;0.5;249.0
2023-05-19T04:00:01+02:00;0.0;61.06;0.0;12.95;0.5;270.0
2023-05-19T08:00:01+02:00;0.0;75.21;58.0;10.62;1.1;123.0
2023-05-19T09:00:01+02:00;0.0;73.59;294.0;11.04;0.9;136.0
2023-05-19T10:00:01+02:00;0.0;68.42;498.0;12.47;0.9;145.0
2023-05-19T14:00:01+02:00;0.0;56.31;243.0;15.98;1.0;171.0
2023-05-19T15:00:01+02:00;0.0;56.31;173.0;16.26;1.2;170.0
2023-05-19T18:00:01+02:00;0.0;56.18;64.0;16.68;0.7;209.0
2023-05-15T21:00:01+02:00;3.8;92.32;0.0;12.71;0.8;233.0
2023-05-16T01:00:01+02:00;0.0;97.39;0.0;11.85;0.1;271.0
2023-05-16T17:00:01+02:00;0.0;85.41;59.0;10.87;1.7;148.0
2023-05-16T08:00:01+02:00;0.4;94.94;0.0;11.43;0.7;120.0
2023-05-16T12:00:01+02:00;1.8;95.98;67.0;10.74;1.0;128.0
2023-05-16T13:00:01+02:00;0.8;95.04;77.0;10.91;1.0;130.0
2023-05-16T14:00:01+02:00;0.2;92.34;34.0;11.04;1.1;134.0
2023-05-16T20:00:01+02:00;0.0;81.63;24.0;10.23;1.0;152.0
2023-05-17T16:00:01+02:00;0.0;49.42;407.0;14.78;2.3;162.0
2023-05-17T10:00:01+02:00;0.0;67.36;429.0;10.49;1.0;144.0
2023-05-17T11:00:01+02:00;0.0;61.01;391.0;11.86;1.1;158.0
2023-05-17T15:00:01+02:00;0.0;49.36;564.0;14.77;2.1;166.0
2023-05-18T00:00:01+02:00;0.0;60.22;0.0;10.76;0.8;180.0
2023-05-17T22:00:01+02:00;0.0;58.49;0.0;12.23;1.4;159.0
2023-05-18T06:00:01+02:00;0.0;81.65;0.0;6.87;0.5;114.0
2023-05-18T11:00:01+02:00;0.0;60.13;695.0;12.21;1.0;141.0
2023-05-18T13:00:01+02:00;0.0;51.25;631.0;14.75;1.3;108.0
2023-05-19T19:00:01+02:00;0.0;57.51;50.0;16.34;0.8;272.0
2023-05-19T20:00:01+02:00;0.0;58.37;28.0;15.76;1.1;262.0
2023-05-20T15:00:01+02:00;0.0;60.74;328.0;18.45;0.7;198.0
2023-05-20T12:00:01+02:00;0.0;68.77;312.0;14.79;0.6;158.0
2023-05-20T08:00:01+02:00;0.0;74.48;43.0;12.69;0.6;353.0
2023-05-20T11:00:01+02:00;0.0;71.65;155.0;13.94;0.4;302.0
2023-05-20T01:00:01+02:00;0.0;60.02;0.0;14.29;0.8;167.0
2023-05-20T13:00:01+02:00;0.0;61.81;456.0;16.56;0.5;203.0
2023-05-20T17:00:01+02:00;0.0;59.87;187.0;18.87;0.7;289.0
2023-05-26T19:00:01+02:00;0.0;44.75;140.0;23.92;2.7;157.0
2023-05-26T21:00:01+02:00;0.0;48.35;18.0;22.26;1.7;162.0
2023-05-24T18:00:01+02:00;0.0;68.27;458.0;15.94;1.1;269.0
2023-05-24T02:00:01+02:00;0.0;73.77;0.0;15.26;1.2;127.0
2023-05-24T00:00:01+02:00;0.0;86.19;0.0;15.9;0.9;278.0
2023-05-24T01:00:01+02:00;0.0;78.51;0.0;15.8;0.9;54.0
2023-05-24T04:00:01+02:00;0.0;71.98;0.0;13.78;1.0;125.0
2023-05-24T06:00:01+02:00;0.0;71.47;0.0;13.11;1.3;100.0
2023-05-24T08:00:01+02:00;0.0;73.6;33.0;12.49;1.2;102.0
2023-05-24T09:00:01+02:00;0.0;74.59;59.0;12.4;1.3;99.0
2023-05-24T12:00:01+02:00;0.0;79.52;96.0;12.13;1.2;108.0
2023-05-24T20:00:01+02:00;0.0;64.31;63.0;15.86;0.8;263.0
2023-05-23T18:00:01+02:00;0.0;57.29;337.0;21.07;2.4;135.0
2023-05-23T19:00:01+02:00;0.0;57.78;161.0;20.45;1.9;136.0
2023-05-20T18:00:01+02:00;0.0;61.35;194.0;18.7;0.8;282.0
2023-05-21T01:00:01+02:00;0.0;85.51;0.0;15.22;0.7;304.0
2023-05-21T02:00:01+02:00;0.0;87.27;0.0;14.89;0.6;296.0
2023-05-21T03:00:01+02:00;0.0;88.55;0.0;14.68;0.3;302.0
2023-05-21T10:00:01+02:00;0.0;79.63;346.0;16.04;0.7;97.0
2023-05-21T11:00:01+02:00;0.0;78.18;384.0;16.69;0.7;172.0
2023-05-21T14:00:01+02:00;0.0;59.29;825.0;21.51;1.1;170.0
2023-05-21T17:00:01+02:00;0.0;48.75;575.0;24.72;1.3;171.0
2023-05-22T06:00:01+02:00;0.0;93.15;0.0;14.32;0.6;264.0
2023-05-22T14:00:01+02:00;0.0;43.63;865.0;25.3;1.8;86.0
2023-05-22T12:00:01+02:00;0.0;49.46;771.0;23.62;1.2;143.0
2023-05-21T20:00:01+02:00;0.0;52.55;81.0;23.9;1.6;166.0
2023-06-03T06:00:01+02:00;0.0;70.82;0.0;13.16;0.0;247.0
2023-06-03T15:00:01+02:00;0.0;40.23;839.0;24.35;1.1;144.0
2023-05-21T19:00:01+02:00;0.0;46.31;288.0;24.75;1.7;156.0
2023-05-21T22:00:01+02:00;0.0;61.82;0.0;21.56;0.9;150.0
2023-05-24T23:00:01+02:00;0.0;59.66;0.0;14.41;0.8;189.0
2023-05-25T00:00:01+02:00;0.0;58.64;0.0;14.13;0.6;193.0
2023-05-25T03:00:01+02:00;0.0;64.03;0.0;11.51;0.8;149.0
2023-05-25T10:00:01+02:00;0.0;57.11;507.0;13.66;0.9;151.0
2023-05-25T11:00:01+02:00;0.0;54.52;685.0;14.87;0.9;121.0
2023-05-25T14:00:01+02:00;0.0;49.54;669.0;18.94;0.8;123.0
2023-05-23T03:00:01+02:00;0.0;90.12;0.0;15.94;0.5;233.0
2023-05-23T01:00:01+02:00;0.0;88.42;0.0;17.61;0.3;251.0
2023-05-23T06:00:01+02:00;0.0;92.12;0.0;15.22;0.5;271.0
2023-05-23T09:00:01+02:00;0.0;85.92;270.0;17.3;1.1;111.0
2023-05-25T19:00:01+02:00;0.0;49.12;142.0;21.62;1.3;139.0
2023-05-25T20:00:01+02:00;0.0;50.58;72.0;21.57;0.9;172.0
2023-05-26T01:00:01+02:00;0.0;75.01;0.0;17.42;0.6;248.0
2023-05-26T06:00:01+02:00;0.0;77.05;0.0;13.51;0.7;30.0
2023-05-26T09:00:01+02:00;0.0;75.36;347.0;14.59;0.7;27.0
2023-05-26T12:00:01+02:00;0.0;57.45;761.0;19.35;1.0;144.0
2023-05-26T16:00:01+02:00;0.0;46.04;722.0;23.98;1.7;146.0
2023-05-27T01:00:01+02:00;0.0;59.47;0.0;18.37;0.6;79.0
2023-05-27T02:00:01+02:00;0.0;62.02;0.0;17.34;0.6;65.0
2023-05-25T21:00:01+02:00;0.0;54.32;11.0;20.91;1.1;259.0
2023-05-26T02:00:01+02:00;0.0;82.35;0.0;16.25;0.5;275.0
2023-05-26T05:00:01+02:00;0.0;74.38;0.0;14.0;0.7;39.0
2023-05-26T10:00:01+02:00;0.0;71.44;517.0;16.2;0.7;137.0
2023-05-26T13:00:01+02:00;0.0;53.87;833.0;20.18;1.4;119.0
2023-05-26T14:00:01+02:00;0.0;50.51;847.0;21.9;1.7;132.0
2023-05-26T15:00:01+02:00;0.0;48.12;809.0;23.05;1.8;144.0
2023-05-27T04:00:01+02:00;0.0;69.0;0.0;15.55;0.6;75.0
2023-05-27T03:00:01+02:00;0.0;65.41;0.0;16.37;0.8;65.0
2023-05-26T20:00:01+02:00;0.0;46.69;63.0;23.05;2.7;159.0
2023-05-26T22:00:02+02:00;0.0;50.71;0.0;21.31;1.0;173.0
2023-05-26T23:00:01+02:00;0.0;54.65;0.0;20.22;0.6;200.0
2023-05-27T10:00:01+02:00;0.0;64.36;527.0;16.7;0.8;160.0
2023-05-27T11:00:01+02:00;0.0;58.74;663.0;17.92;1.0;158.0
2023-05-27T13:00:01+02:00;0.0;52.76;840.0;20.41;1.4;144.0
2023-05-27T17:00:01+02:00;0.0;42.82;603.0;25.0;1.7;135.0
2023-05-25T17:00:01+02:00;0.0;49.34;344.0;21.0;1.2;145.0
2023-05-27T22:00:01+02:00;0.0;51.31;0.0;21.88;1.1;174.0
2023-05-28T20:00:01+02:00;0.0;39.45;77.0;25.12;1.5;169.0
2023-05-29T05:00:01+02:00;0.0;74.87;0.0;13.29;0.6;241.0
2023-05-29T09:00:01+02:00;0.0;61.78;382.0;15.99;0.4;296.0
2023-05-29T18:00:01+02:00;0.0;27.83;391.0;26.94;1.4;194.0
2023-05-29T20:00:01+02:00;0.0;22.93;52.0;25.95;1.7;256.0
2023-05-30T17:00:01+02:00;0.0;39.92;620.0;25.19;1.8;137.0
2023-05-30T19:00:01+02:00;0.0;37.99;124.0;24.52;2.1;165.0
2023-05-30T20:00:01+02:00;0.0;38.35;79.0;24.19;1.8;165.0
2023-05-30T01:00:01+02:00;0.0;50.67;0.0;17.74;0.4;247.0
2023-05-30T12:00:01+02:00;0.0;52.34;724.0;19.88;1.1;138.0
2023-05-30T04:00:01+02:00;0.0;62.63;0.0;15.17;0.6;344.0
2023-05-30T07:00:01+02:00;0.0;78.64;40.0;14.04;0.7;358.0
2023-05-31T04:00:01+02:00;0.0;53.93;0.0;15.27;0.9;44.0
2023-05-31T02:00:01+02:00;0.0;53.6;0.0;17.64;0.8;74.0
2023-05-31T01:00:01+02:00;0.0;52.01;0.0;18.72;0.5;120.0
2023-05-31T19:00:01+02:00;0.0;29.75;125.0;26.37;1.7;265.0
2023-05-24T15:00:02+02:00;0.0;68.41;134.0;14.25;0.9;127.0
2023-05-24T10:00:01+02:00;0.0;77.04;90.0;12.1;1.3;116.0
2023-05-24T11:00:01+02:00;0.0;75.72;139.0;12.4;1.1;130.0
2023-05-24T03:00:01+02:00;0.0;73.75;0.0;14.53;1.1;117.0
2023-05-24T07:00:01+02:00;0.0;72.23;0.0;12.77;1.2;113.0
2023-05-31T20:00:01+02:00;0.0;29.79;46.0;25.55;1.8;264.0
2023-05-24T14:00:01+02:00;0.0;72.31;117.0;13.14;1.1;115.0
2023-05-22T21:00:01+02:00;0.0;67.32;0.0;20.6;0.9;28.0
2023-05-22T20:00:01+02:00;0.0;56.15;26.0;23.21;2.6;95.0
2023-05-22T22:00:01+02:00;0.0;69.61;0.0;20.38;0.5;261.0
2023-05-23T15:00:01+02:00;0.0;56.18;818.0;22.23;2.3;142.0
2023-05-28T13:00:01+02:00;0.0;46.02;835.0;21.96;1.6;125.0
2023-05-23T02:00:01+02:00;0.0;87.9;0.0;17.09;0.3;256.0
2023-05-28T01:00:01+02:00;0.0;67.18;0.0;17.64;0.3;218.0
2023-05-23T04:00:01+02:00;0.0;92.03;0.0;15.59;0.3;269.0
2023-05-28T04:00:01+02:00;0.0;83.33;0.0;13.87;0.2;212.0
2023-05-23T08:00:01+02:00;0.0;87.14;145.0;16.67;1.0;83.0
2023-05-28T06:00:01+02:00;0.0;86.75;0.0;12.75;0.6;227.0
2023-05-23T11:00:01+02:00;0.0;79.22;339.0;18.81;1.1;128.0
2023-05-23T13:00:01+02:00;0.0;66.63;704.0;21.09;1.8;136.0
2023-05-23T16:00:01+02:00;0.0;56.19;721.0;22.25;2.5;116.0
2023-05-28T11:00:01+02:00;0.0;50.49;655.0;19.9;1.1;169.0
2023-05-28T14:00:01+02:00;0.0;39.32;858.0;23.28;1.6;140.0
2023-05-23T20:00:01+02:00;0.0;58.04;94.0;19.87;1.6;160.0
2023-05-23T21:00:02+02:00;0.0;58.12;34.0;19.04;1.4;154.0
2023-05-24T19:00:01+02:00;0.0;65.93;186.0;16.08;1.0;268.0
2023-05-29T17:00:01+02:00;0.0;22.4;594.0;27.8;1.2;264.0
2023-05-24T21:00:01+02:00;0.0;67.05;35.0;15.62;0.7;265.0
2023-05-24T22:00:01+02:00;0.0;63.52;0.0;14.99;0.8;241.0
2023-05-25T01:00:01+02:00;0.0;65.82;0.0;12.86;0.7;149.0
2023-05-25T04:00:01+02:00;0.0;65.56;0.0;11.25;0.7;150.0
2023-05-25T07:00:01+02:00;0.0;62.87;42.0;11.06;0.9;139.0
2023-05-25T08:00:01+02:00;0.0;65.3;161.0;11.01;1.0;118.0
2023-05-25T09:00:01+02:00;0.0;63.55;203.0;11.74;0.9;148.0
2023-05-25T12:00:01+02:00;0.0;51.74;792.0;16.43;1.0;156.0
2023-05-25T13:00:01+02:00;0.0;51.24;818.0;17.55;1.0;86.0
2023-05-20T21:00:01+02:00;0.0;80.98;1.0;17.0;0.2;244.0
2023-05-20T20:00:01+02:00;0.0;71.39;43.0;17.87;0.2;252.0
2023-05-31T23:00:01+02:00;0.0;35.7;0.0;21.78;0.7;241.0
2023-05-21T04:00:01+02:00;0.0;88.67;0.0;14.54;0.4;28.0
2023-05-21T05:00:01+02:00;0.0;88.4;0.0;14.16;0.6;79.0
2023-05-21T06:00:01+02:00;0.0;87.87;0.0;13.95;0.7;3.0
2023-05-21T12:00:01+02:00;0.0;73.41;634.0;17.8;0.8;163.0
2023-05-09T15:00:01+02:00;0.0;52.82;368.0;21.2;1.1;242.0
2023-05-09T12:00:01+02:00;0.0;63.2;631.0;19.63;1.0;230.0
2023-05-09T16:00:01+02:00;0.0;55.47;161.0;20.88;0.8;226.0
2023-05-09T18:00:01+02:00;1.2;91.69;66.0;16.2;1.5;67.0
2023-05-09T20:00:01+02:00;7.8;99.62;0.0;15.14;0.9;171.0
2023-05-09T22:00:01+02:00;0.8;93.07;0.0;14.37;0.9;352.0
2023-05-10T00:00:01+02:00;0.2;91.34;0.0;14.22;1.4;7.0
2023-05-10T11:00:01+02:00;0.0;68.82;469.0;13.76;2.6;19.0
2023-05-10T14:00:01+02:00;0.0;54.0;507.0;15.64;1.9;39.0
2023-05-10T16:00:01+02:00;0.0;52.34;460.0;15.93;2.2;41.0
2023-05-10T23:00:01+02:00;0.0;70.64;0.0;12.74;0.8;25.0
2023-05-11T01:00:01+02:00;0.0;70.34;0.0;12.3;0.7;31.0
2023-05-11T04:00:01+02:00;0.0;73.39;0.0;12.15;0.7;53.0
2023-05-11T07:00:01+02:00;0.0;85.63;19.0;11.07;0.4;43.0
2023-05-11T10:00:01+02:00;0.0;75.69;308.0;12.64;1.0;103.0
2023-05-11T16:00:01+02:00;0.2;70.1;242.0;13.98;1.4;75.0
2023-05-11T18:00:01+02:00;0.0;66.36;265.0;14.6;1.4;86.0
2023-05-11T22:00:01+02:00;0.0;90.83;0.0;12.07;0.6;227.0
2023-05-12T05:00:01+02:00;0.0;95.21;0.0;10.78;0.0;82.0
2023-05-12T07:00:01+02:00;0.0;89.45;7.0;11.0;0.4;122.0
2023-05-12T09:00:01+02:00;0.2;92.54;87.0;10.96;0.5;105.0
2023-05-12T10:00:02+02:00;0.0;91.58;151.0;11.26;0.7;160.0
2023-05-12T17:00:01+02:00;0.0;54.43;471.0;17.66;1.0;167.0
2023-05-13T09:00:01+02:00;0.0;89.97;71.0;11.8;0.8;147.0
2023-05-13T11:00:01+02:00;0.0;89.23;149.0;12.13;0.8;145.0
2023-05-13T13:00:01+02:00;0.0;77.69;311.0;13.74;0.9;138.0
2023-05-13T14:00:01+02:00;0.0;72.3;277.0;14.72;0.7;165.0
2023-05-12T20:00:01+02:00;0.0;70.29;73.0;15.82;1.1;175.0
2023-05-12T19:00:01+02:00;0.0;65.2;130.0;16.0;1.3;172.0
2023-05-12T22:00:01+02:00;0.0;78.28;0.0;14.59;0.6;102.0
2023-05-13T00:00:01+02:00;0.0;86.04;0.0;13.74;0.5;128.0
2023-05-14T13:00:01+02:00;0.0;69.17;331.0;15.44;0.8;165.0
2023-05-14T17:00:01+02:00;0.0;61.89;434.0;16.18;1.5;233.0
2023-05-14T19:00:01+02:00;0.0;63.14;91.0;16.26;0.8;78.0
2023-05-14T21:00:01+02:00;0.2;76.76;1.0;14.59;0.7;347.0
2023-05-14T23:00:01+02:00;0.0;85.37;0.0;13.42;0.7;339.0
2023-05-15T02:00:01+02:00;0.0;96.0;0.0;11.7;0.6;182.0
2023-05-15T13:00:01+02:00;0.0;67.36;597.0;16.37;0.6;125.0
2023-05-15T14:00:01+02:00;0.0;55.42;792.0;17.86;0.9;95.0
2023-05-15T16:00:01+02:00;0.0;58.66;375.0;16.64;1.4;132.0
2023-05-15T19:00:01+02:00;0.0;52.29;183.0;17.29;0.8;136.0
2023-05-15T20:00:01+02:00;0.2;74.06;16.0;15.05;1.1;111.0
2023-05-15T22:00:01+02:00;0.0;92.17;0.0;12.59;0.5;323.0
2023-05-15T23:00:01+02:00;0.0;92.03;0.0;12.44;0.1;266.0
2023-05-16T03:00:01+02:00;0.0;98.82;0.0;11.31;0.0;238.0
2023-05-16T04:00:01+02:00;0.0;99.92;0.0;11.11;0.1;194.0
2023-05-16T16:00:01+02:00;0.0;87.59;53.0;11.13;1.4;146.0
2023-05-16T18:00:01+02:00;0.0;86.49;14.0;10.37;1.2;148.0
2023-05-17T01:00:01+02:00;0.0;78.61;0.0;9.79;0.8;158.0
2023-05-17T13:00:01+02:00;0.0;48.27;832.0;13.9;1.8;164.0
2023-05-16T22:00:01+02:00;0.0;77.26;0.0;10.24;1.0;135.0
2023-05-17T00:00:01+02:00;0.0;77.66;0.0;9.76;1.1;133.0
2023-05-17T04:00:01+02:00;0.0;83.15;0.0;8.77;0.8;162.0
2023-05-17T07:00:01+02:00;0.0;84.17;47.0;7.65;0.7;112.0
2023-05-17T08:00:01+02:00;0.0;80.63;149.0;8.03;0.8;147.0
2023-05-17T14:00:01+02:00;0.0;47.25;784.0;14.47;1.8;163.0
2023-05-17T19:00:01+02:00;0.0;52.06;106.0;14.08;2.3;163.0
2023-05-17T20:00:01+02:00;0.0;52.73;49.0;13.92;2.1;164.0
2023-05-17T21:00:01+02:00;0.0;54.45;7.0;13.31;1.8;165.0
2023-05-18T02:00:01+02:00;0.0;60.8;0.0;9.79;0.6;183.0
2023-05-18T05:00:01+02:00;0.0;77.43;0.0;7.38;0.4;114.0
2023-05-18T14:00:01+02:00;0.0;50.38;292.0;15.49;1.0;180.0
