minute	Datum	Tageszeit	Wassertemperatur	Lufttemperatur	WLdiff
2023-04-30T05:00	2023-04-30	05:00	12.32	11.02	1.3
2023-04-30T06:00	2023-04-30	06:00	12.3	10.98	1.32
2023-04-30T07:00	2023-04-30	07:00	12.28	10.93	1.35
2023-04-30T08:00	2023-04-30	08:00	12.24	10.92	1.32
2023-04-30T09:00	2023-04-30	09:00	12.2	11.28	0.92
2023-04-30T10:00	2023-04-30	10:00	12.2	11.93	0.27
2023-04-30T11:00	2023-04-30	11:00	12.25	13.23	-0.98
2023-04-30T12:00	2023-04-30	12:00	12.29	14.46	-2.17
2023-04-30T13:00	2023-04-30	13:00	12.34	15.69	-3.35
2023-04-30T14:00	2023-04-30	14:00	12.4	16.51	-4.11
2023-04-30T15:00	2023-04-30	15:00	12.47	17.23	-4.76
2023-04-30T16:00	2023-04-30	16:00	12.5	17.79	-5.29
2023-04-30T17:00	2023-04-30	17:00	12.53	17.74	-5.21
2023-04-30T18:00	2023-04-30	18:00	12.55	17.8	-5.25
2023-04-30T19:00	2023-04-30	19:00	12.52	17.62	-5.1
2023-04-30T20:00	2023-04-30	20:00	12.5	17.33	-4.83
2023-04-30T21:00	2023-04-30	21:00	12.51	16.74	-4.23
2023-04-30T22:00	2023-04-30	22:00	12.52	15.99	-3.47
2023-04-30T23:00	2023-04-30	23:00	12.51	15.33	-2.82
2023-05-01T00:00	2023-05-01	00:00	12.5	14.66	-2.16
2023-05-01T01:00	2023-05-01	01:00	12.5	14.25	-1.75
2023-05-01T02:00	2023-05-01	02:00	12.49	13.61	-1.12
2023-05-01T03:00	2023-05-01	03:00	12.47	12.75	-0.28
2023-05-01T04:00	2023-05-01	04:00	12.46	11.84	0.62
2023-05-01T05:00	2023-05-01	05:00	12.44	11.28	1.16
2023-05-01T06:00	2023-05-01	06:00	12.44	11.23	1.21
2023-05-01T07:00	2023-05-01	07:00	12.43	11.16	1.27
2023-05-01T08:00	2023-05-01	08:00	12.39	10.99	1.4
2023-05-01T09:00	2023-05-01	09:00	12.34	11.1	1.24
2023-05-01T10:00	2023-05-01	10:00	12.3	11.39	0.91
2023-05-01T11:00	2023-05-01	11:00	12.27	11.88	0.39
2023-05-01T12:00	2023-05-01	12:00	12.23	12.87	-0.64
2023-05-01T13:00	2023-05-01	13:00	12.25	14.49	-2.24
2023-05-01T14:00	2023-05-01	14:00	12.34	15.45	-3.11
2023-05-01T15:00	2023-05-01	15:00	12.42	16.0	-3.58
2023-05-01T16:00	2023-05-01	16:00	12.47	16.95	-4.48
2023-05-01T17:00	2023-05-01	17:00	12.52	16.75	-4.23
2023-05-01T18:00	2023-05-01	18:00	12.53	17.06	-4.53
2023-05-01T19:00	2023-05-01	19:00	12.54	16.35	-3.81
2023-05-01T20:00	2023-05-01	20:00	12.52	15.82	-3.3
2023-05-01T21:00	2023-05-01	21:00	12.49	15.0	-2.51
2023-05-01T22:00	2023-05-01	22:00	12.47	14.26	-1.79
2023-05-01T23:00	2023-05-01	23:00	12.47	14.12	-1.65
2023-05-02T00:00	2023-05-02	00:00	12.44	13.19	-0.75
2023-05-02T01:00	2023-05-02	01:00	12.39	11.9	0.49
2023-05-02T02:00	2023-05-02	02:00	12.34	11.58	0.76
2023-05-02T03:00	2023-05-02	03:00	12.29	11.16	1.13
2023-05-02T04:00	2023-05-02	04:00	12.19	10.97	1.22
2023-05-02T05:00	2023-05-02	05:00	12.1	10.41	1.69
2023-05-02T06:00	2023-05-02	06:00	12.0	10.09	1.91
2023-05-02T07:00	2023-05-02	07:00	11.93	9.84	2.09
2023-05-02T08:00	2023-05-02	08:00	11.86	10.42	1.44
2023-05-02T09:00	2023-05-02	09:00	11.83	12.18	-0.35
2023-05-02T10:00	2023-05-02	10:00	11.8	13.5	-1.7
2023-05-02T11:00	2023-05-02	11:00	11.77	14.66	-2.89
2023-05-02T12:00	2023-05-02	12:00	11.8	14.99	-3.19
2023-05-02T13:00	2023-05-02	13:00	11.85	16.08	-4.23
2023-05-02T14:00	2023-05-02	14:00	11.91	17.07	-5.16
2023-05-02T15:00	2023-05-02	15:00	11.93	17.79	-5.86
2023-05-02T16:00	2023-05-02	16:00	12.02	18.65	-6.63
2023-05-02T17:00	2023-05-02	17:00	12.03	19.0	-6.97
2023-05-02T18:00	2023-05-02	18:00	12.03	19.04	-7.01
2023-05-02T19:00	2023-05-02	19:00	12.08	18.28	-6.2
2023-05-02T20:00	2023-05-02	20:00	12.11	16.54	-4.43
2023-05-02T21:00	2023-05-02	21:00	12.07	15.63	-3.56
2023-05-02T22:00	2023-05-02	22:00	12.05	14.07	-2.02
2023-05-02T23:00	2023-05-02	23:00	12.05	13.25	-1.2
2023-05-03T00:00	2023-05-03	00:00	12.03	12.4	-0.37
2023-05-03T01:00	2023-05-03	01:00	12.02	11.47	0.55
2023-05-03T02:00	2023-05-03	02:00	11.98	10.95	1.03
2023-05-03T03:00	2023-05-03	03:00	11.93	10.01	1.92
2023-05-03T04:00	2023-05-03	04:00	11.89	9.75	2.14
2023-05-03T05:00	2023-05-03	05:00	11.86	9.09	2.77
2023-05-03T06:00	2023-05-03	06:00	11.83	8.31	3.52
2023-05-03T07:00	2023-05-03	07:00	11.8	7.8	4.0
2023-05-03T08:00	2023-05-03	08:00	11.79	8.07	3.72
2023-05-03T09:00	2023-05-03	09:00	11.8	9.14	2.66
2023-05-03T10:00	2023-05-03	10:00	11.85	11.03	0.82
2023-05-03T11:00	2023-05-03	11:00	11.87	12.4	-0.53
2023-05-03T12:00	2023-05-03	12:00	11.92	13.23	-1.31
2023-05-03T13:00	2023-05-03	13:00	12.01	14.78	-2.77
2023-05-03T14:00	2023-05-03	14:00	12.1	16.79	-4.69
2023-05-03T15:00	2023-05-03	15:00	12.19	18.31	-6.12
2023-05-03T16:00	2023-05-03	16:00	12.28	19.93	-7.65
2023-05-03T17:00	2023-05-03	17:00	12.34	20.75	-8.41
2023-05-03T18:00	2023-05-03	18:00	12.37	20.59	-8.22
2023-05-03T19:00	2023-05-03	19:00	12.38	20.25	-7.87
2023-05-03T20:00	2023-05-03	20:00	12.36	19.34	-6.98
2023-05-03T21:00	2023-05-03	21:00	12.31	18.01	-5.7
2023-05-03T22:00	2023-05-03	22:00	12.27	16.94	-4.67
2023-05-03T23:00	2023-05-03	23:00	12.26	16.01	-3.75
2023-05-04T00:00	2023-05-04	00:00	12.28	14.52	-2.24
2023-05-04T01:00	2023-05-04	01:00	12.31	13.67	-1.36
2023-05-04T02:00	2023-05-04	02:00	12.33	12.68	-0.35
2023-05-04T03:00	2023-05-04	03:00	12.34	11.74	0.6
2023-05-04T04:00	2023-05-04	04:00	12.35	11.43	0.92
2023-05-04T05:00	2023-05-04	05:00	12.34	10.61	1.73
2023-05-04T06:00	2023-05-04	06:00	12.33	9.41	2.92
2023-05-04T07:00	2023-05-04	07:00	12.32	9.84	2.48
2023-05-04T08:00	2023-05-04	08:00	12.33	10.86	1.47
2023-05-04T09:00	2023-05-04	09:00	12.35	13.47	-1.12
2023-05-04T10:00	2023-05-04	10:00	12.36	15.86	-3.5
2023-05-04T11:00	2023-05-04	11:00	12.41	17.34	-4.93
2023-05-04T12:00	2023-05-04	12:00	12.5	19.14	-6.64
2023-05-04T13:00	2023-05-04	13:00	12.62	21.15	-8.53
2023-05-04T14:00	2023-05-04	14:00	12.74	22.95	-10.21
2023-05-04T15:00	2023-05-04	15:00	12.86	23.85	-10.99
2023-05-04T16:00	2023-05-04	16:00	12.96	24.8	-11.84
2023-05-04T17:00	2023-05-04	17:00	13.03	25.59	-12.56
2023-05-04T18:00	2023-05-04	18:00	13.08	25.43	-12.35
2023-05-04T19:00	2023-05-04	19:00	13.1	25.41	-12.31
2023-05-04T20:00	2023-05-04	20:00	13.11	24.99	-11.88
2023-05-04T21:00	2023-05-04	21:00	13.11	24.19	-11.08
2023-05-04T22:00	2023-05-04	22:00	13.09	22.35	-9.26
2023-05-04T23:00	2023-05-04	23:00	13.04	21.47	-8.43
2023-05-05T00:00	2023-05-05	00:00	13.01	19.91	-6.9
2023-05-05T01:00	2023-05-05	01:00	13.01	18.01	-5.0
2023-05-05T02:00	2023-05-05	02:00	13.03	16.82	-3.79
2023-05-05T03:00	2023-05-05	03:00	13.04	15.69	-2.65
2023-05-05T04:00	2023-05-05	04:00	13.04	15.3	-2.26
2023-05-05T05:00	2023-05-05	05:00	13.04	14.87	-1.83
2023-05-05T06:00	2023-05-05	06:00	13.03	14.41	-1.38
2023-05-05T07:00	2023-05-05	07:00	13.04	14.42	-1.38
2023-05-05T08:00	2023-05-05	08:00	13.05	14.8	-1.75
2023-05-05T09:00	2023-05-05	09:00	13.09	15.46	-2.37
2023-05-05T10:00	2023-05-05	10:00	13.14	17.35	-4.21
2023-05-05T11:00	2023-05-05	11:00	13.15	19.99	-6.84
2023-05-05T12:00	2023-05-05	12:00	13.18	21.1	-7.92
2023-05-05T13:00	2023-05-05	13:00	13.27	21.96	-8.69
2023-05-05T14:00	2023-05-05	14:00	13.35	23.5	-10.15
2023-05-05T15:00	2023-05-05	15:00	13.37	24.03	-10.66
2023-05-05T16:00	2023-05-05	16:00	13.46	20.69	-7.23
2023-05-05T17:00	2023-05-05	17:00	13.52	15.59	-2.07
2023-05-05T18:00	2023-05-05	18:00	13.56	15.41	-1.85
2023-05-05T19:00	2023-05-05	19:00	13.64	15.96	-2.32
2023-05-05T20:00	2023-05-05	20:00	13.68	17.0	-3.32
2023-05-05T21:00	2023-05-05	21:00	13.7	16.91	-3.21
2023-05-05T22:00	2023-05-05	22:00	13.74	16.0	-2.26
2023-05-05T23:00	2023-05-05	23:00	13.76	15.59	-1.83
2023-05-06T00:00	2023-05-06	00:00	13.75	15.29	-1.54
2023-05-06T01:00	2023-05-06	01:00	13.74	14.99	-1.25
2023-05-06T02:00	2023-05-06	02:00	13.7	14.89	-1.19
2023-05-06T03:00	2023-05-06	03:00	13.7	14.53	-0.83
2023-05-06T04:00	2023-05-06	04:00	13.69	13.84	-0.15
2023-05-06T05:00	2023-05-06	05:00	13.68	13.63	0.05
2023-05-06T06:00	2023-05-06	06:00	13.65	13.31	0.34
2023-05-06T07:00	2023-05-06	07:00	13.63	13.47	0.16
2023-05-06T08:00	2023-05-06	08:00	13.61	13.59	0.02
2023-05-06T09:00	2023-05-06	09:00	13.61	14.73	-1.12
2023-05-06T10:00	2023-05-06	10:00	13.6	16.24	-2.64
2023-05-06T11:00	2023-05-06	11:00	13.65	17.07	-3.42
2023-05-06T12:00	2023-05-06	12:00	13.68	18.49	-4.81
2023-05-06T13:00	2023-05-06	13:00	13.7	19.28	-5.58
2023-05-06T14:00	2023-05-06	14:00	13.7	20.33	-6.63
2023-05-06T15:00	2023-05-06	15:00	13.75	21.35	-7.6
2023-05-06T16:00	2023-05-06	16:00	13.83	21.82	-7.99
2023-05-06T17:00	2023-05-06	17:00	13.92	22.27	-8.35
2023-05-06T18:00	2023-05-06	18:00	13.97	22.01	-8.04
2023-05-06T19:00	2023-05-06	19:00	14.01	22.13	-8.12
2023-05-06T20:00	2023-05-06	20:00	14.04	21.94	-7.9
2023-05-06T21:00	2023-05-06	21:00	14.09	20.76	-6.67
2023-05-06T22:00	2023-05-06	22:00	14.12	19.29	-5.17
2023-05-06T23:00	2023-05-06	23:00	14.13	17.43	-3.3
2023-05-07T00:00	2023-05-07	00:00	14.14	16.56	-2.42
2023-05-07T01:00	2023-05-07	01:00	14.12	15.93	-1.81
2023-05-07T02:00	2023-05-07	02:00	14.1	14.7	-0.6
2023-05-07T03:00	2023-05-07	03:00	14.11	14.14	-0.03
2023-05-07T04:00	2023-05-07	04:00	14.13	13.25	0.88
2023-05-07T05:00	2023-05-07	05:00	14.15	12.85	1.3
2023-05-07T06:00	2023-05-07	06:00	14.17	12.54	1.63
2023-05-07T07:00	2023-05-07	07:00	14.16	12.46	1.7
2023-05-07T08:00	2023-05-07	08:00	14.15	13.03	1.12
2023-05-07T09:00	2023-05-07	09:00	14.16	14.45	-0.29
2023-05-07T10:00	2023-05-07	10:00	14.15	17.51	-3.36
2023-05-07T11:00	2023-05-07	11:00	14.15	18.68	-4.53
2023-05-07T12:00	2023-05-07	12:00	14.15	19.05	-4.9
2023-05-07T13:00	2023-05-07	13:00	14.18	19.46	-5.28
2023-05-07T14:00	2023-05-07	14:00	14.18	18.79	-4.61
2023-05-07T15:00	2023-05-07	15:00	14.28	16.73	-2.45
2023-05-07T16:00	2023-05-07	16:00	14.33	18.24	-3.91
2023-05-07T17:00	2023-05-07	17:00	14.37	19.54	-5.17
2023-05-07T18:00	2023-05-07	18:00	14.41	20.08	-5.67
2023-05-07T19:00	2023-05-07	19:00	14.43	17.94	-3.51
2023-05-07T20:00	2023-05-07	20:00	14.47	17.15	-2.68
2023-05-07T21:00	2023-05-07	21:00	14.52	15.69	-1.17
2023-05-07T22:00	2023-05-07	22:00	14.57	15.2	-0.63
2023-05-07T23:00	2023-05-07	23:00	14.59	15.0	-0.41
2023-05-08T00:00	2023-05-08	00:00	14.61	14.96	-0.35
2023-05-08T01:00	2023-05-08	01:00	14.65	14.87	-0.22
2023-05-08T02:00	2023-05-08	02:00	14.66	14.68	-0.02
2023-05-08T03:00	2023-05-08	03:00	14.68	14.65	0.03
2023-05-08T04:00	2023-05-08	04:00	14.72	14.65	0.07
2023-05-08T05:00	2023-05-08	05:00	14.75	14.65	0.1
2023-05-08T06:00	2023-05-08	06:00	14.77	14.71	0.06
2023-05-08T07:00	2023-05-08	07:00	14.81	14.77	0.04
2023-05-08T08:00	2023-05-08	08:00	14.84	14.9	-0.06
2023-05-08T09:00	2023-05-08	09:00	14.85	15.22	-0.37
2023-05-08T10:00	2023-05-08	10:00	14.86	15.16	-0.3
2023-05-08T11:00	2023-05-08	11:00	14.89	16.01	-1.12
2023-05-08T12:00	2023-05-08	12:00	14.91	15.91	-1.0
2023-05-08T13:00	2023-05-08	13:00	14.95	16.78	-1.83
2023-05-08T14:00	2023-05-08	14:00	14.94	16.86	-1.92
2023-05-08T15:00	2023-05-08	15:00	14.97	17.73	-2.76
2023-05-08T16:00	2023-05-08	16:00	15.08	18.18	-3.1
2023-05-08T17:00	2023-05-08	17:00	15.1	19.14	-4.04
2023-05-08T18:00	2023-05-08	18:00	15.02	19.66	-4.64
2023-05-08T19:00	2023-05-08	19:00	14.89	19.01	-4.12
2023-05-08T20:00	2023-05-08	20:00	14.78	16.71	-1.93
2023-05-08T21:00	2023-05-08	21:00	14.66	15.63	-0.97
2023-05-08T22:00	2023-05-08	22:00	14.52	15.39	-0.87
2023-05-08T23:00	2023-05-08	23:00	14.43	14.7	-0.27
2023-05-09T00:00	2023-05-09	00:00	14.35	14.39	-0.04
2023-05-09T01:00	2023-05-09	01:00	14.27	14.12	0.15
2023-05-09T02:00	2023-05-09	02:00	14.18	13.75	0.43
2023-05-09T03:00	2023-05-09	03:00	14.14	13.28	0.86
2023-05-09T04:00	2023-05-09	04:00	14.11	12.6	1.51
2023-05-09T05:00	2023-05-09	05:00	14.08	12.49	1.59
2023-05-09T06:00	2023-05-09	06:00	14.0	12.37	1.63
2023-05-09T07:00	2023-05-09	07:00	13.9	12.38	1.52
2023-05-09T08:00	2023-05-09	08:00	13.71	12.87	0.84
2023-05-09T09:00	2023-05-09	09:00	13.62	13.68	-0.06
2023-05-09T10:00	2023-05-09	10:00	13.63	15.68	-2.05
2023-05-09T11:00	2023-05-09	11:00	13.71	17.85	-4.14
2023-05-09T12:00	2023-05-09	12:00	13.82	19.63	-5.81
2023-05-09T13:00	2023-05-09	13:00	13.97	20.03	-6.06
2023-05-09T14:00	2023-05-09	14:00	14.08	20.82	-6.74
2023-05-09T15:00	2023-05-09	15:00	14.12	21.2	-7.08
2023-05-09T16:00	2023-05-09	16:00	14.16	20.88	-6.72
2023-05-09T17:00	2023-05-09	17:00	14.19	17.43	-3.24
2023-05-09T18:00	2023-05-09	18:00	14.18	16.2	-2.02
2023-05-09T19:00	2023-05-09	19:00	14.16	15.79	-1.63
2023-05-09T20:00	2023-05-09	20:00	14.11	15.14	-1.03
2023-05-09T21:00	2023-05-09	21:00	14.01	14.96	-0.95
2023-05-09T22:00	2023-05-09	22:00	14.0	14.37	-0.37
2023-05-09T23:00	2023-05-09	23:00	13.99	14.16	-0.17
2023-05-10T00:00	2023-05-10	00:00	14.0	14.22	-0.22
2023-05-10T01:00	2023-05-10	01:00	14.06	14.13	-0.07
2023-05-10T02:00	2023-05-10	02:00	14.1	13.98	0.12
2023-05-10T03:00	2023-05-10	03:00	14.11	13.73	0.38
2023-05-10T04:00	2023-05-10	04:00	14.09	13.79	0.3
2023-05-10T05:00	2023-05-10	05:00	14.07	13.75	0.32
2023-05-10T06:00	2023-05-10	06:00	14.06	13.42	0.64
2023-05-10T07:00	2023-05-10	07:00	14.07	12.61	1.46
2023-05-10T08:00	2023-05-10	08:00	14.03	12.05	1.98
2023-05-10T09:00	2023-05-10	09:00	14.05	12.91	1.14
2023-05-10T10:00	2023-05-10	10:00	14.15	13.31	0.84
2023-05-10T11:00	2023-05-10	11:00	14.29	13.76	0.53
2023-05-10T12:00	2023-05-10	12:00	14.44	14.28	0.16
2023-05-10T13:00	2023-05-10	13:00	14.5	14.98	-0.48
2023-05-10T14:00	2023-05-10	14:00	14.53	15.64	-1.11
2023-05-10T15:00	2023-05-10	15:00	14.58	15.41	-0.83
2023-05-10T16:00	2023-05-10	16:00	14.61	15.93	-1.32
2023-05-10T17:00	2023-05-10	17:00	14.59	16.35	-1.76
2023-05-10T18:00	2023-05-10	18:00	14.56	16.27	-1.71
2023-05-10T19:00	2023-05-10	19:00	14.45	15.34	-0.89
2023-05-10T20:00	2023-05-10	20:00	14.39	15.12	-0.73
2023-05-10T21:00	2023-05-10	21:00	14.36	14.3	0.06
2023-05-10T22:00	2023-05-10	22:00	14.32	13.27	1.05
2023-05-10T23:00	2023-05-10	23:00	14.29	12.74	1.55
2023-05-11T00:00	2023-05-11	00:00	14.24	12.37	1.87
2023-05-11T01:00	2023-05-11	01:00	14.18	12.3	1.88
2023-05-11T02:00	2023-05-11	02:00	14.1	12.29	1.81
2023-05-11T03:00	2023-05-11	03:00	14.0	12.21	1.79
2023-05-11T04:00	2023-05-11	04:00	13.9	12.15	1.75
2023-05-11T05:00	2023-05-11	05:00	13.77	11.85	1.92
2023-05-11T06:00	2023-05-11	06:00	13.61	11.33	2.28
2023-05-11T07:00	2023-05-11	07:00	13.48	11.07	2.41
2023-05-11T08:00	2023-05-11	08:00	13.36	11.44	1.92
2023-05-11T09:00	2023-05-11	09:00	13.31	11.84	1.47
2023-05-11T10:00	2023-05-11	10:00	13.26	12.64	0.62
2023-05-11T11:00	2023-05-11	11:00	13.21	13.18	0.03
2023-05-11T12:00	2023-05-11	12:00	13.19	11.9	1.29
2023-05-11T13:00	2023-05-11	13:00	13.19	12.49	0.7
2023-05-11T14:00	2023-05-11	14:00	13.28	13.84	-0.56
2023-05-11T15:00	2023-05-11	15:00	13.34	14.23	-0.89
2023-05-11T16:00	2023-05-11	16:00	13.39	13.98	-0.59
2023-05-11T17:00	2023-05-11	17:00	13.39	13.7	-0.31
2023-05-11T18:00	2023-05-11	18:00	13.32	14.6	-1.28
2023-05-11T19:00	2023-05-11	19:00	13.19	13.44	-0.25
2023-05-11T20:00	2023-05-11	20:00	13.05	12.53	0.52
2023-05-11T21:00	2023-05-11	21:00	13.01	12.09	0.92
2023-05-11T22:00	2023-05-11	22:00	12.98	12.07	0.91
2023-05-11T23:00	2023-05-11	23:00	12.95	11.62	1.33
2023-05-12T00:00	2023-05-12	00:00	12.97	11.41	1.56
2023-05-12T01:00	2023-05-12	01:00	12.98	11.21	1.77
2023-05-12T02:00	2023-05-12	02:00	12.96	10.92	2.04
2023-05-12T03:00	2023-05-12	03:00	12.93	10.9	2.03
2023-05-12T04:00	2023-05-12	04:00	12.89	10.82	2.07
2023-05-12T05:00	2023-05-12	05:00	12.86	10.78	2.08
2023-05-12T06:00	2023-05-12	06:00	12.78	10.62	2.16
2023-05-12T07:00	2023-05-12	07:00	12.73	11.0	1.73
2023-05-12T08:00	2023-05-12	08:00	12.78	11.11	1.67
2023-05-12T09:00	2023-05-12	09:00	12.86	10.96	1.9
2023-05-12T10:00	2023-05-12	10:00	12.94	11.26	1.68
2023-05-12T11:00	2023-05-12	11:00	13.01	12.0	1.01
2023-05-12T12:00	2023-05-12	12:00	13.1	13.07	0.03
2023-05-12T13:00	2023-05-12	13:00	13.18	14.92	-1.74
2023-05-12T14:00	2023-05-12	14:00	13.3	15.73	-2.43
2023-05-12T15:00	2023-05-12	15:00	13.45	16.44	-2.99
2023-05-12T16:00	2023-05-12	16:00	13.46	17.19	-3.73
2023-05-12T17:00	2023-05-12	17:00	13.53	17.66	-4.13
2023-05-12T18:00	2023-05-12	18:00	13.44	16.91	-3.47
2023-05-12T19:00	2023-05-12	19:00	13.45	16.0	-2.55
2023-05-12T20:00	2023-05-12	20:00	13.52	15.82	-2.3
2023-05-12T21:00	2023-05-12	21:00	13.65	15.26	-1.61
2023-05-12T22:00	2023-05-12	22:00	13.71	14.59	-0.88
2023-05-12T23:00	2023-05-12	23:00	13.75	13.97	-0.22
2023-05-13T00:00	2023-05-13	00:00	13.79	13.74	0.05
2023-05-13T01:00	2023-05-13	01:00	13.84	13.4	0.44
2023-05-13T02:00	2023-05-13	02:00	13.84	12.94	0.9
2023-05-13T03:00	2023-05-13	03:00	13.81	12.78	1.03
2023-05-13T04:00	2023-05-13	04:00	13.81	12.63	1.18
2023-05-13T05:00	2023-05-13	05:00	13.83	12.19	1.64
2023-05-13T06:00	2023-05-13	06:00	13.83	11.82	2.01
2023-05-13T07:00	2023-05-13	07:00	13.77	11.61	2.16
2023-05-13T08:00	2023-05-13	08:00	13.7	11.59	2.11
2023-05-13T09:00	2023-05-13	09:00	13.7	11.8	1.9
2023-05-13T10:00	2023-05-13	10:00	13.74	11.86	1.88
2023-05-13T11:00	2023-05-13	11:00	13.76	12.13	1.63
2023-05-13T12:00	2023-05-13	12:00	13.78	12.84	0.94
2023-05-13T13:00	2023-05-13	13:00	13.81	13.74	0.07
2023-05-13T14:00	2023-05-13	14:00	13.8	14.72	-0.92
2023-05-13T15:00	2023-05-13	15:00	13.75	15.33	-1.58
2023-05-13T16:00	2023-05-13	16:00	13.75	15.13	-1.38
2023-05-13T17:00	2023-05-13	17:00	13.78	15.82	-2.04
2023-05-13T18:00	2023-05-13	18:00	13.74	14.28	-0.54
2023-05-13T19:00	2023-05-13	19:00	13.66	13.42	0.24
2023-05-13T20:00	2023-05-13	20:00	13.6	13.45	0.15
2023-05-13T21:00	2023-05-13	21:00	13.6	13.61	-0.01
2023-05-13T22:00	2023-05-13	22:00	13.6	12.8	0.8
2023-05-13T23:00	2023-05-13	23:00	13.61	11.97	1.64
2023-05-14T00:00	2023-05-14	00:00	13.61	11.58	2.03
2023-05-14T01:00	2023-05-14	01:00	13.61	11.36	2.25
2023-05-14T02:00	2023-05-14	02:00	13.64	11.07	2.57
2023-05-14T03:00	2023-05-14	03:00	13.65	10.49	3.16
2023-05-14T04:00	2023-05-14	04:00	13.61	10.14	3.47
2023-05-14T05:00	2023-05-14	05:00	13.55	10.21	3.34
2023-05-14T06:00	2023-05-14	06:00	13.53	9.96	3.57
2023-05-14T07:00	2023-05-14	07:00	13.54	10.44	3.1
2023-05-14T08:00	2023-05-14	08:00	13.59	10.74	2.85
2023-05-14T09:00	2023-05-14	09:00	13.58	11.16	2.42
2023-05-14T10:00	2023-05-14	10:00	13.56	12.28	1.28
2023-05-14T11:00	2023-05-14	11:00	13.62	13.03	0.59
2023-05-14T12:00	2023-05-14	12:00	13.71	14.02	-0.31
2023-05-14T13:00	2023-05-14	13:00	13.79	15.44	-1.65
2023-05-14T14:00	2023-05-14	14:00	13.86	15.62	-1.76
2023-05-14T15:00	2023-05-14	15:00	13.86	17.14	-3.28
2023-05-14T16:00	2023-05-14	16:00	13.84	17.88	-4.04
2023-05-14T17:00	2023-05-14	17:00	13.81	16.18	-2.37
2023-05-14T18:00	2023-05-14	18:00	13.67	15.84	-2.17
2023-05-14T19:00	2023-05-14	19:00	13.62	16.26	-2.64
2023-05-14T20:00	2023-05-14	20:00	13.54	15.4	-1.86
2023-05-14T21:00	2023-05-14	21:00	13.46	14.59	-1.13
2023-05-14T22:00	2023-05-14	22:00	13.39	13.96	-0.57
2023-05-14T23:00	2023-05-14	23:00	13.32	13.42	-0.1
2023-05-15T00:00	2023-05-15	00:00	13.31	12.76	0.55
2023-05-15T01:00	2023-05-15	01:00	13.34	12.14	1.2
2023-05-15T02:00	2023-05-15	02:00	13.36	11.7	1.66
2023-05-15T03:00	2023-05-15	03:00	13.43	11.28	2.15
2023-05-15T04:00	2023-05-15	04:00	13.47	11.25	2.22
2023-05-15T05:00	2023-05-15	05:00	13.48	10.7	2.78
2023-05-15T06:00	2023-05-15	06:00	13.47	10.47	3.0
2023-05-15T07:00	2023-05-15	07:00	13.46	10.64	2.82
2023-05-15T08:00	2023-05-15	08:00	13.43	11.24	2.19
2023-05-15T09:00	2023-05-15	09:00	13.38	12.04	1.34
2023-05-15T10:00	2023-05-15	10:00	13.39	12.95	0.44
2023-05-15T11:00	2023-05-15	11:00	13.4	13.98	-0.58
2023-05-15T12:00	2023-05-15	12:00	13.47	14.98	-1.51
2023-05-15T13:00	2023-05-15	13:00	13.54	16.37	-2.83
2023-05-15T14:00	2023-05-15	14:00	13.61	17.86	-4.25
2023-05-15T15:00	2023-05-15	15:00	13.68	17.85	-4.17
2023-05-15T16:00	2023-05-15	16:00	13.7	16.64	-2.94
2023-05-15T17:00	2023-05-15	17:00	13.73	16.62	-2.89
2023-05-15T18:00	2023-05-15	18:00	13.74	17.1	-3.36
2023-05-15T19:00	2023-05-15	19:00	13.7	17.29	-3.59
2023-05-15T20:00	2023-05-15	20:00	13.64	15.05	-1.41
2023-05-15T21:00	2023-05-15	21:00	13.58	12.71	0.87
2023-05-15T22:00	2023-05-15	22:00	13.51	12.59	0.92
2023-05-15T23:00	2023-05-15	23:00	13.43	12.44	0.99
2023-05-16T00:00	2023-05-16	00:00	13.4	12.21	1.19
2023-05-16T01:00	2023-05-16	01:00	13.42	11.85	1.57
2023-05-16T02:00	2023-05-16	02:00	13.46	11.64	1.82
2023-05-16T03:00	2023-05-16	03:00	13.53	11.31	2.22
2023-05-16T04:00	2023-05-16	04:00	13.59	11.11	2.48
2023-05-16T05:00	2023-05-16	05:00	13.61	11.39	2.22
2023-05-16T06:00	2023-05-16	06:00	13.61	11.75	1.86
2023-05-16T07:00	2023-05-16	07:00	13.62	11.62	2.0
2023-05-16T08:00	2023-05-16	08:00	13.61	11.43	2.18
2023-05-16T09:00	2023-05-16	09:00	13.63	10.98	2.65
2023-05-16T10:00	2023-05-16	10:00	13.63	10.84	2.79
2023-05-16T11:00	2023-05-16	11:00	13.66	10.71	2.95
2023-05-16T12:00	2023-05-16	12:00	13.71	10.74	2.97
2023-05-16T13:00	2023-05-16	13:00	13.74	10.91	2.83
2023-05-16T14:00	2023-05-16	14:00	13.75	11.04	2.71
2023-05-16T15:00	2023-05-16	15:00	13.75	10.94	2.81
2023-05-16T16:00	2023-05-16	16:00	13.75	11.13	2.62
2023-05-16T17:00	2023-05-16	17:00	13.76	10.87	2.89
2023-05-16T18:00	2023-05-16	18:00	13.75	10.37	3.38
2023-05-16T19:00	2023-05-16	19:00	13.71	10.31	3.4
2023-05-16T20:00	2023-05-16	20:00	13.68	10.23	3.45
2023-05-16T21:00	2023-05-16	21:00	13.61	10.48	3.13
2023-05-16T22:00	2023-05-16	22:00	13.53	10.24	3.29
2023-05-16T23:00	2023-05-16	23:00	13.45	10.01	3.44
