minute	Datum	Tageszeit	Wassertemperatur	Lufttemperatur	WLdiff
2023-06-18T11:00	2023-06-18	11:00	21.61	25.95	-4.34
2023-06-18T12:00	2023-06-18	12:00	21.73	28.22	-6.49
2023-06-18T13:00	2023-06-18	13:00	21.87	29.05	-7.18
2023-06-18T14:00	2023-06-18	14:00	22.02	30.48	-8.46
2023-06-18T15:00	2023-06-18	15:00	22.14	30.96	-8.82
2023-06-18T16:00	2023-06-18	16:00	22.22	31.4	-9.18
2023-06-18T17:00	2023-06-18	17:00	22.24	31.11	-8.87
2023-06-18T18:00	2023-06-18	18:00	22.2	29.31	-7.11
2023-06-18T19:00	2023-06-18	19:00	22.18	24.85	-2.67
2023-06-18T20:00	2023-06-18	20:00	22.14	23.98	-1.84
2023-06-18T21:00	2023-06-18	21:00	22.07	24.36	-2.29
2023-06-18T22:00	2023-06-18	22:00	22.0	23.83	-1.83
2023-06-18T23:00	2023-06-18	23:00	21.95	23.22	-1.27
2023-06-19T00:00	2023-06-19	00:00	21.89	22.62	-0.73
2023-06-19T01:00	2023-06-19	01:00	21.85	21.74	0.11
2023-06-19T02:00	2023-06-19	02:00	21.83	21.66	0.17
2023-06-19T03:00	2023-06-19	03:00	21.8	21.69	0.11
2023-06-19T04:00	2023-06-19	04:00	21.77	20.59	1.18
2023-06-19T05:00	2023-06-19	05:00	21.74	19.85	1.89
2023-06-19T06:00	2023-06-19	06:00	21.73	18.97	2.76
2023-06-19T07:00	2023-06-19	07:00	21.73	19.2	2.53
2023-06-19T08:00	2023-06-19	08:00	21.73	19.52	2.21
2023-06-19T09:00	2023-06-19	09:00	21.76	20.43	1.33
2023-06-19T10:00	2023-06-19	10:00	21.85	21.9	-0.05
2023-06-19T11:00	2023-06-19	11:00	22.0	24.38	-2.38
2023-06-19T12:00	2023-06-19	12:00	22.14	26.25	-4.11
2023-06-19T13:00	2023-06-19	13:00	22.27	27.16	-4.89
2023-06-19T14:00	2023-06-19	14:00	22.37	27.68	-5.31
2023-06-19T15:00	2023-06-19	15:00	22.52	26.33	-3.81
2023-06-19T16:00	2023-06-19	16:00	22.68	27.6	-4.92
2023-06-19T17:00	2023-06-19	17:00	22.79	28.83	-6.04
2023-06-19T18:00	2023-06-19	18:00	22.83	29.6	-6.77
2023-06-19T19:00	2023-06-19	19:00	22.85	30.21	-7.36
2023-06-19T20:00	2023-06-19	20:00	22.84	29.48	-6.64
2023-06-19T21:00	2023-06-19	21:00	22.79	28.84	-6.05
2023-06-19T22:00	2023-06-19	22:00	22.7	27.51	-4.81
2023-06-19T23:00	2023-06-19	23:00	22.62	26.21	-3.59
2023-06-20T00:00	2023-06-20	00:00	22.56	25.31	-2.75
2023-06-20T01:00	2023-06-20	01:00	22.51	22.83	-0.32
2023-06-20T02:00	2023-06-20	02:00	22.46	20.48	1.98
2023-06-20T03:00	2023-06-20	03:00	22.38	20.02	2.36
2023-06-20T04:00	2023-06-20	04:00	22.33	19.98	2.35
2023-06-20T05:00	2023-06-20	05:00	22.28	20.59	1.69
2023-06-20T06:00	2023-06-20	06:00	22.27	20.35	1.92
2023-06-20T07:00	2023-06-20	07:00	22.28	20.54	1.74
2023-06-20T08:00	2023-06-20	08:00	22.31	21.44	0.87
2023-06-20T09:00	2023-06-20	09:00	22.38	22.46	-0.08
2023-06-20T10:00	2023-06-20	10:00	22.48	23.92	-1.44
2023-06-20T11:00	2023-06-20	11:00	22.61	25.57	-2.96
2023-06-20T12:00	2023-06-20	12:00	22.76	27.27	-4.51
2023-06-20T13:00	2023-06-20	13:00	22.94	28.77	-5.83
2023-06-20T14:00	2023-06-20	14:00	23.11	30.22	-7.11
2023-06-20T15:00	2023-06-20	15:00	23.25	31.29	-8.04
2023-06-20T16:00	2023-06-20	16:00	23.35	31.94	-8.59
2023-06-20T17:00	2023-06-20	17:00	23.35	32.27	-8.92
2023-06-20T18:00	2023-06-20	18:00	23.36	23.94	-0.58
2023-06-20T19:00	2023-06-20	19:00	23.36	23.35	0.01
2023-06-20T20:00	2023-06-20	20:00	23.28	23.56	-0.28
2023-06-20T21:00	2023-06-20	21:00	23.16	23.69	-0.53
2023-06-20T22:00	2023-06-20	22:00	23.09	23.04	0.05
2023-06-20T23:00	2023-06-20	23:00	23.04	22.71	0.33
2023-06-21T00:00	2023-06-21	00:00	23.01	22.0	1.01
2023-06-21T01:00	2023-06-21	01:00	22.97	21.28	1.69
2023-06-21T02:00	2023-06-21	02:00	22.93	20.75	2.18
2023-06-21T03:00	2023-06-21	03:00	22.89	20.38	2.51
2023-06-21T04:00	2023-06-21	04:00	22.85	20.11	2.74
2023-06-21T05:00	2023-06-21	05:00	22.82	20.73	2.09
2023-06-21T06:00	2023-06-21	06:00	22.77	21.52	1.25
2023-06-21T07:00	2023-06-21	07:00	22.75	20.56	2.19
2023-06-21T08:00	2023-06-21	08:00	22.76	20.81	1.95
2023-06-21T09:00	2023-06-21	09:00	22.75	20.24	2.51
2023-06-21T10:00	2023-06-21	10:00	22.82	18.39	4.43
2023-06-21T11:00	2023-06-21	11:00	22.95	20.27	2.68
2023-06-21T12:00	2023-06-21	12:00	23.11	22.43	0.68
2023-06-21T13:00	2023-06-21	13:00	23.23	24.35	-1.12
2023-06-21T14:00	2023-06-21	14:00	23.34	25.23	-1.89
2023-06-21T15:00	2023-06-21	15:00	23.38	26.8	-3.42
2023-06-21T16:00	2023-06-21	16:00	23.32	26.26	-2.94
2023-06-21T17:00	2023-06-21	17:00	23.19	26.27	-3.08
2023-06-21T18:00	2023-06-21	18:00	23.03	25.9	-2.87
2023-06-21T19:00	2023-06-21	19:00	22.89	25.53	-2.64
2023-06-21T20:00	2023-06-21	20:00	22.84	23.91	-1.07
2023-06-21T21:00	2023-06-21	21:00	22.85	23.11	-0.26
2023-06-21T22:00	2023-06-21	22:00	22.87	22.67	0.2
2023-06-21T23:00	2023-06-21	23:00	22.86	21.9	0.96
2023-06-22T00:00	2023-06-22	00:00	22.83	21.58	1.25
2023-06-22T01:00	2023-06-22	01:00	22.8	20.8	2.0
2023-06-22T02:00	2023-06-22	02:00	22.78	20.55	2.23
2023-06-22T03:00	2023-06-22	03:00	22.76	20.14	2.62
2023-06-22T04:00	2023-06-22	04:00	22.72	19.8	2.92
2023-06-22T05:00	2023-06-22	05:00	22.69	19.38	3.31
2023-06-22T06:00	2023-06-22	06:00	22.68	18.55	4.13
2023-06-22T07:00	2023-06-22	07:00	22.67	18.36	4.31
2023-06-22T08:00	2023-06-22	08:00	22.72	18.98	3.74
2023-06-22T10:00	2023-06-22	10:00	22.85	21.41	1.44
2023-06-22T11:00	2023-06-22	11:00	22.93	23.9	-0.97
2023-06-22T12:00	2023-06-22	12:00	23.0	25.54	-2.54
2023-06-22T13:00	2023-06-22	13:00	23.09	26.48	-3.39
2023-06-22T14:00	2023-06-22	14:00	23.16	26.54	-3.38
2023-06-22T15:00	2023-06-22	15:00	23.19	26.77	-3.58
2023-06-22T16:00	2023-06-22	16:00	23.19	25.93	-2.74
2023-06-22T17:00	2023-06-22	17:00	23.18	25.84	-2.66
2023-06-22T18:00	2023-06-22	18:00	23.15	24.77	-1.62
2023-06-22T19:00	2023-06-22	19:00	23.04	24.18	-1.14
2023-06-22T20:00	2023-06-22	20:00	22.87	19.26	3.61
2023-06-22T21:00	2023-06-22	21:00	22.79	16.97	5.82
2023-06-22T22:00	2023-06-22	22:00	22.78	17.33	5.45
2023-06-22T23:00	2023-06-22	23:00	22.77	17.47	5.3
2023-06-23T00:00	2023-06-23	00:00	22.74	18.07	4.67
2023-06-23T01:00	2023-06-23	01:00	22.66	18.25	4.41
2023-06-23T02:00	2023-06-23	02:00	22.59	18.11	4.48
2023-06-23T03:00	2023-06-23	03:00	22.51	17.79	4.72
2023-06-23T04:00	2023-06-23	04:00	22.45	17.64	4.81
2023-06-23T05:00	2023-06-23	05:00	22.38	17.81	4.57
2023-06-23T06:00	2023-06-23	06:00	22.35	17.95	4.4
2023-06-23T07:00	2023-06-23	07:00	22.33	18.04	4.29
2023-06-23T08:00	2023-06-23	08:00	22.33	18.22	4.11
2023-06-23T09:00	2023-06-23	09:00	22.37	18.94	3.43
2023-06-23T10:00	2023-06-23	10:00	22.4	19.71	2.69
2023-06-23T11:00	2023-06-23	11:00	22.45	20.66	1.79
2023-06-23T12:00	2023-06-23	12:00	22.49	21.72	0.77
